更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容,上場市場名
2024-08-01,長野自動車部品株式会社,その他,求人なし,長野県長野市大字東和田898-2,1953,代表取締役 久保田 大輔,,,,10 百万円,,
2024-08-01,株式会社九清,その他,求人なし,福岡県北九州市若松区響町1-90-3,1984,代表取締役 城間 秀男,,,,10 百万円,,
2024-08-01,前橋市農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市富田町2400-1,1993,代表理事 大塚 隆夫,,,,"4,096 百万円",,
2024-08-01,株式会社レンタコム北海道,その他,求人なし,北海道札幌市中央区南一条東7-2-4カタギリ・コーポレーションビル,1980,代表取締役 片桐 大,,,,30 百万円,,
2024-08-01,伸高設備工業株式会社,その他,求人なし,群馬県前橋市西片貝町5-13-10,1968,代表取締役 品川 諭,,,,20 百万円,,
2024-08-01,株式会社道新アクセス,その他,求人なし,北海道札幌市中央区大通西3-6道新ビル北1条館 9Ｆ,1978,代表取締役 南部 謙治,,,,20 百万円,,
2024-08-01,長野県厚生農業協同組合連合会,特殊法人・財団法人・その他団体・連合会,求人なし,長野県長野市大字南長野北石堂町1177-3ＪＡ長野県ビル 10Ｆ,1950,代表理事 理事長 洞 和彦,,,,"9,412 百万円",,
2024-08-01,長野リネンサプライ株式会社,その他,求人なし,長野県長野市若里6-6-32,1963,代表取締役 德武好春,,,,48 百万円,,
2024-08-01,空環システム株式会社,その他,求人なし,群馬県前橋市五代町1305-1,1982,代表取締役 川口 武志,,,,10 百万円,,
2024-08-01,三葉機械リース株式会社,その他,求人なし,長野県長野市青木島町大塚225-6,1971,代表取締役 竹内 公一,,,,36 百万円,,
2024-08-01,株式会社サツキャリ,その他,求人なし,北海道札幌市中央区南一条西1-8-2高桑ビル 8Ｆ,1979,代表取締役社長 重松 雄太,,,,10 百万円,,
2024-08-01,有限会社浅野自動車,その他,求人なし,群馬県前橋市上泉町2881-14,1964,代表取締役 浅野 健,,,,5 百万円,,
2024-08-01,株式会社長野中央園芸市場,その他,求人なし,長野県長野市西和田1-29-40,1962,代表取締役 高地 敏子,,,,96 百万円,,
2024-08-01,有限会社若松自動車,その他,求人なし,福岡県北九州市若松区童子丸1-4-8,1986,代表取締役 堀井 愛彦,,,,5 百万円,,
2024-08-01,株式会社ミノスケ,その他,求人なし,和歌山県和歌山市小雑賀614,1991,代表取締役 西村 昌記,,,,10 百万円,,
2024-08-01,株式会社拓研,その他,求人なし,北海道札幌市中央区北七条西18-2-2,1972,代表取締役 斉藤 康介,,,,20 百万円,,
2024-08-01,株式会社北海道車屋,その他,求人なし,北海道札幌市中央区北四条東2-8-6,1973,代表取締役 伊藤 親厚,,,,50 百万円,,
2024-08-01,株式会社八木原住建,その他,求人なし,群馬県高崎市浜尻町456-5,1992,代表取締役 八木原 広一,,,,10 百万円,,
2024-08-01,医療法人積心会,その他,求人なし,群馬県前橋市朝日町4-17-1,1987,理事長 富澤 政信,,,,"1,322 百万円",,
2024-08-01,わかやま農業協同組合,その他,求人なし,和歌山県和歌山市栗栖642,1993,代表理事組合長 坂東 紀好,,,,"3,723 百万円",,
2024-08-01,株式会社三建興産,その他,求人なし,和歌山県和歌山市湊4-2-31,1973,代表取締役 外濵隆司,,,,10 百万円,,
2024-08-01,長野陸送株式会社,その他,求人なし,長野県長野市大字稲葉日詰1401,1952,代表取締役 鷲澤 幸一,,,,18 百万円,,
2024-08-01,株式会社リサイクルテック,その他,求人なし,福岡県北九州市八幡西区黒崎3-9-22,1998,代表取締役 橋口 正,,,,30 百万円,,
2024-08-01,有限会社駒阪工作所,その他,求人なし,和歌山県和歌山市北島47-1,1962,代表取締役 駒阪 文寿,,,,3 百万円,,
2024-08-01,株式会社篠田工務店,その他,求人なし,群馬県前橋市六供町5-1-2,1990,代表取締役 飯村 真樹,,,,24 百万円,,
2024-08-01,株式会社柏与ビジネスセンター,その他,求人なし,長野県長野市大字長野大門町532,1952,代表取締役 清水 光朗,,,,10 百万円,,
2024-08-01,株式会社アジャスト,その他,求人なし,東京都中央区銀座1-22-11銀座大竹ビジデンス 2Ｆ,1986,代表取締役社長 鳴島 修造,,,,24 百万円,,
2024-08-01,株式会社エスビジョングループ,その他,無,和歌山県和歌山市黒田1-2-21,1983,代表取締役 山下 幸男,,,,10 百万円,,
2024-08-01,株式会社長野自動車センター,その他,求人なし,長野県長野市中御所4-4-13,1960,代表取締役 毛涯 克洋,,,,21 百万円,,
2024-08-01,株式会社エフテックス,その他,求人なし,福岡県北九州市若松区響町1-85-5,1976,代表取締役 茂刈 圭一郎,,,,21 百万円,,
2024-08-01,ロイヤルフード協業組合,その他,求人なし,和歌山県和歌山市鳴神344-1,1993,代表理事 前田 秀樹,,,,20 百万円,,
2024-08-01,アマダ建設株式会社,その他,求人なし,群馬県前橋市天川大島町86-1,1978,代表取締役 天田 毅,,,,15 百万円,,
2024-08-01,大浦建設株式会社,その他,求人なし,和歌山県和歌山市宇田森296-1,1990,代表取締役 大浦 正嗣,,,,40 百万円,,
2024-08-01,北九州グリーン清掃株式会社,その他,求人なし,福岡県北九州市若松区響町1-50,1971,代表取締役 吉村 有希,,,,10 百万円,,
2024-08-01,西日本家電リサイクル株式会社,その他,求人なし,福岡県北九州市若松区響町1-62北九州市エコタウン総合環境コンビナート内,1998,代表取締役 二見 賢一,,,,400 百万円,,
2024-08-01,株式会社ジェイ・リライツ,その他,求人なし,福岡県北九州市若松区響町1-62-17,2000,代表取締役 中西 智彦,,,,100 百万円,,
2024-08-01,永井総業株式会社,その他,求人なし,群馬県前橋市川原町1-47-17,1993,代表取締役 永井 悦晴,,,,21 百万円,,
2024-08-01,北州産業株式会社,その他,求人なし,福岡県北九州市戸畑区浅生2-11-3,1972,代表取締役 堀口 司,,,,10 百万円,,
2024-08-01,柏水工技研株式会社,その他,求人なし,群馬県前橋市下沖町292,1977,代表取締役 千木良 一郎,,,,10 百万円,,
2024-08-01,グリーン長野農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県長野市篠ノ井布施高田961-2,1994,代表理事 神農 佳人,,,,"3,627 百万円",,
2024-08-01,札幌ばんけい株式会社,その他,求人なし,北海道札幌市中央区盤渓410,1981,代表取締役 井上 浩勝,,,,68 百万円,,
2024-08-01,戸畑タクシー株式会社,その他,求人なし,福岡県北九州市戸畑区新池3-2-21,1950,代表取締役 末松 祥典,,,,10 百万円,,
2024-08-01,株式会社タウンエクステリア,その他,求人なし,長野県長野市稲里町中央3-18-3,1995,代表取締役 松本 正,,,,10 百万円,,
2024-08-01,大和電気株式会社,その他,求人なし,福岡県北九州市戸畑区沖台2-8-11,1954,代表取締役 上野 隆一,,,,10 百万円,,
2024-08-01,株式会社沿海調査エンジニアリング,その他,求人なし,北海道札幌市中央区北九条西18-35-89,1978,代表取締役 大塚 英治,,,,10 百万円,,
2024-08-01,有限会社アール・イー・ビー,その他,求人なし,群馬県前橋市表町2-25-15,1990,代表取締役社長 加藤 春枝,,,,10 百万円,,
2024-08-01,有限会社青柳管工土木,その他,求人なし,群馬県前橋市東片貝町209-1,1982,,,,,3 百万円,,
2024-08-01,ＪＲＣロジスティクスサービス株式会社,その他,求人なし,長野県長野市稲里町下氷鉋1163,1968,代表取締役 北島 芳朋,,,,40 百万円,,
2024-08-01,株式会社タモン,その他,無,長野県長野市篠ノ井二ツ柳2183,1991,代表取締役 藤井 泰志,,,,10 百万円,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 ■健康食品などの製造、販売、卸売■公式ネットショップの運営公式ネットショップ（http://tamons.jp/）では、サプリやお茶、青汁などの健康を気遣う方向けの各種商品や、お肌に優しい安全・安心のスキンケア用品など、多彩な商品ラインナップをご覧いただけます。 2023年5月doda掲載求人より引用,
2024-08-01,株式会社安全モータース,その他,求人なし,福岡県北九州市戸畑区福柳木1-11-27,1959,代表取締役 奈賀 幾次郎,,,,10 百万円,,
2024-08-01,株式会社イーストン,その他,無,北海道札幌市北区北十二条西3-2-13,1971,代表取締役 大山 泰正,,,,48 百万円,,
2024-08-01,菊水ペイント有限会社,その他,求人なし,群馬県前橋市天川大島町1-33-8,1968,代表取締役 関口 修央,,,,3 百万円,,
2024-08-01,株式会社コスモ電設,その他,求人なし,長野県長野市大字南長池792-16,1989,代表取締役 伊藤 善宣,,,,20 百万円,,
2024-08-01,北海道メデイカルサービス株式会社,その他,求人なし,北海道札幌市中央区南一条西4-20,1986,代表取締役 堂守 貴志,,,,10 百万円,,
2024-08-01,豊内産業株式会社,その他,求人なし,福岡県北九州市戸畑区牧山海岸4-33,1973,代表取締役 上園 清治,,,,20 百万円,,
2024-08-01,公益財団法人群馬県農業公社,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市総社町総社2326-2群馬県蚕糸技術センター,1970,代表理事 武藤 敏行,,,,,,
2024-08-01,株式会社不動商会,その他,求人なし,福岡県北九州市戸畑区東大谷2-9-25,1967,代表取締役 井内 秀夫,,,,20 百万円,,
2024-08-01,株式会社おらが園,その他,求人なし,長野県長野市上松2-25-5,1958,代表取締役 岩井 勇樹,,,,28 百万円,,
2024-08-01,株式会社大興設備工業,その他,求人なし,福岡県北九州市戸畑区夜宮3-4-22,1971,代表取締役 大江 修,,,,25 百万円,,
2024-08-01,芝入印刷株式会社,その他,求人なし,群馬県前橋市光が丘町4-20,1991,代表取締役 芝入 富士夫,,,,10 百万円,,
2024-08-01,有限会社長崎築炉,その他,求人なし,福岡県北九州市八幡西区竹末1-22-13,1971,代表取締役 髙田 雅彦,,,,8 百万円,,
2024-08-01,旭技販株式会社,その他,求人なし,長野県長野市若穂綿内8114-2,1995,代表取締役 坂田 秀一,,,,25 百万円,,
2024-08-01,株式会社すいらん,その他,求人なし,群馬県前橋市文京町1-47-1,1978,代表取締役 梅津 宏規,,,,10 百万円,,
2024-08-01,株式会社伊藤油化工業所,その他,求人なし,福岡県北九州市戸畑区沢見1-8-26,1979,代表取締役 伊藤 知子,,,,10 百万円,,
2024-08-01,有限会社久留主溶接工業所,その他,求人なし,福岡県北九州市若松区浜町2-4-21,1988,代表取締役 久留 主孝,,,,5 百万円,,
2024-08-01,株式会社シノダ建工,その他,求人なし,福岡県北九州市戸畑区西大谷2-9-20,1982,代表取締役 篠田 孝一,,,,20 百万円,,
2024-08-01,互協産業株式会社,その他,求人なし,福岡県北九州市戸畑区牧山新町5-40,1971,代表取締役 山田 敬,,,,10 百万円,,
2024-08-01,株式会社エム・エス・ピー,その他,求人なし,長野県長野市吉田3-22-1ながの東急ライフ 3Ｆ,1954,代表取締役 高野 裕也,,,,10 百万円,,
2024-08-01,株式会社北九州ニッスイ,その他,求人なし,福岡県北九州市戸畑区銀座2-9-9,1991,代表取締役 山本 宏樹,,,,98 百万円,,
2024-08-01,株式会社長野協同サービス,その他,求人なし,長野県長野市大字南長野北石堂町1198-15長野県信連山王ビル 1Ｆ,1991,代表取締役 寺島 孝幸,,,,30 百万円,,
2024-08-01,株式会社カンディハウス札幌,その他,求人なし,北海道札幌市中央区双子山4-1-10,1988,代表取締役 山木 さとみ,,,,33 百万円,,
2024-08-01,一般社団法人札幌観光協会,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北一条西2-2,1973,代表理事 長野 実,,,,,,
2024-08-01,南機工有限会社,その他,求人なし,和歌山県和歌山市野崎75,1973,代表取締役 南 紀人,,,,3 百万円,,
2024-08-01,前橋トラック事業協同組合,その他,求人なし,群馬県前橋市力丸町470-1,1967,代表理事 渡邉 忠司,,,,90 百万円,,
2024-08-01,株式会社ベン,その他,求人なし,北海道札幌市中央区北五条西26-1-5,1989,代表取締役 高橋 博子,,,,20 百万円,,
2024-08-01,有限会社荒古運送店,その他,求人なし,和歌山県和歌山市松江北7-11-14,1960,代表取締役 札谷 進,,,,3 百万円,,
2024-08-01,中村建設株式会社,その他,求人なし,福岡県北九州市戸畑区天神1-6-12,1986,代表取締役 中村 健児,,,,15 百万円,,
2024-08-01,有限会社ディック商会,その他,求人なし,長野県長野市小島田町1-8,1992,,,,,5 百万円,,
2024-08-01,株式会社ケンビ,その他,求人なし,福岡県北九州市戸畑区沖台1-3-8,1969,代表取締役 木山 宏志,,,,10 百万円,,
2024-08-01,株式会社海洋化研,その他,求人なし,北海道札幌市中央区南一条西12,1976,代表取締役 山﨑 昭,,,,10 百万円,,
2024-08-01,有限会社拓進工業,その他,求人なし,福岡県北九州市戸畑区中原西3-12-24,1972,代表取締役 志波 孝彦,,,,5 百万円,,
2024-08-01,丸共農産商事株式会社,その他,求人なし,北海道札幌市中央区北十二条西20-2-2,1962,代表取締役 乾 俊史,,,,10 百万円,,
2024-08-01,ニッスイマリン工業株式会社,その他,求人なし,福岡県北九州市戸畑区銀座2-6-27日本水産（株）戸畑ビル,1996,代表取締役 福田 智,,,,50 百万円,,
2024-08-01,株式会社ワタナベガラス,その他,求人なし,北海道札幌市白石区中央三条3-1-39,1967,代表取締役 小林 善人,,,,10 百万円,,
2024-08-01,ナカジマ住総株式会社,その他,求人なし,群馬県前橋市下細井町245-4,1990,代表取締役 中嶋 富昭,,,,10 百万円,,
2024-08-01,有限会社砂山エキスプレス,その他,求人なし,福岡県北九州市小倉北区西港町94-4,1997,代表取締役 砂山 守,,,,3 百万円,,
2024-08-01,株式会社エム・ピー,その他,求人なし,北海道札幌市白石区本通4-南2-6,1985,代表取締役 不破 直継,,,,10 百万円,,
2024-08-01,株式会社ピーエムシー,その他,求人なし,群馬県前橋市二之宮町622-12,1982,代表取締役 塩澤 精一,,,,20 百万円,,
2024-08-01,コンチネンタルシルマー株式会社,その他,求人なし,北海道札幌市中央区南一条西11-1コンチネンタルビル 4Ｆ,1990,代表取締役 本間 良二,,,,54 百万円,,
2024-08-01,株式会社シグナル,その他,求人なし,北海道札幌市南区藻岩下4-8-1,1984,代表取締役 佐々木 仁美,,,,10 百万円,,
2024-08-01,八蔵産業株式会社,その他,求人なし,福岡県北九州市若松区大字小敷658,1951,代表取締役 島名 規男,,,,10 百万円,,
2024-08-01,医療法人社団善美会,その他,求人なし,北海道札幌市中央区北四条西2-1-1カメイ札幌駅前ビル 3Ｆ,1998,理事長 橋本 成司,,,,14 百万円,,
2024-08-01,株式会社徳永電機,その他,求人なし,長野県長野市安茂里小市4-3-14,1976,代表取締役 徳永 雄一郎,,,,10 百万円,,
2024-08-01,有限会社巴商会,その他,求人なし,長野県長野市大字大豆島5060-5,1969,代表取締役 柳沢 賢司,,,,10 百万円,,
2024-08-01,カタギリ・コーポレーション株式会社,その他,求人なし,北海道札幌市中央区南一条東7-2-4カタギリ・コーポレーションビル,1985,代表取締役 片桐 大,,,,50 百万円,,
2024-08-01,株式会社アイミック,その他,求人なし,北海道札幌市厚別区厚別東二条3-6-17,1991,代表取締役 山口 毅紀,,,,10 百万円,,
2024-08-01,株式会社平沢商店,その他,求人なし,福岡県北九州市小倉北区馬借2-5-23,1951,代表取締役 平澤 昌樹,,,,25 百万円,,
2024-08-01,三起工業株式会社,その他,求人なし,和歌山県和歌山市西庄292-1,1961,代表取締役 栗原 正彦,,,,20 百万円,,
2024-08-01,株式会社ふなきストア,その他,求人なし,北海道札幌市中央区双子山1-7-4,1963,代表取締役 船木 裕介,,,,10 百万円,,
2024-08-01,有限会社北信電器商会,その他,求人なし,長野県長野市大字鶴賀東鶴賀町1906北信ビル 1Ｆ,1967,代表取締役 小林 力,,,,3 百万円,,
2024-08-01,有限会社穴原工務店,その他,求人なし,群馬県前橋市勝沢町136,1989,代表取締役 伊藤 直樹,,,,5 百万円,,
2024-08-01,株式会社古川商店,その他,求人なし,福岡県北九州市小倉北区浅野2-6-16マルサンビル 4Ｆ,1968,代表取締役 古川 裕宣,,,,10 百万円,,
2024-08-01,有限会社丸四フラワーサービス,その他,求人なし,長野県長野市大字川合新田2889-7,1984,代表取締役 堀口 充洋,,,,10 百万円,,
2024-08-01,北九州駅弁当株式会社,その他,求人なし,福岡県北九州市小倉北区浅野3-1-26,1950,代表取締役 阿部 勇,,,,45 百万円,,
2024-08-01,堀江船舶株式会社,その他,求人なし,福岡県北九州市小倉北区竪町1-5-1ＡＣＥビル 2Ｆ,1955,代表取締役 堀江 宏朗,,,,50 百万円,,
2024-08-01,株式会社萬佳亭,その他,求人なし,長野県長野市大字長野東之門町2502,1953,,,,,25 百万円,,
2024-08-01,勝山建設工業株式会社,その他,求人なし,福岡県北九州市小倉北区西港町15-7,1951,代表取締役 廣兼 新一,,,,30 百万円,,
2024-08-01,株式会社ペトロソーマ,その他,求人なし,長野県長野市大字鶴賀緑町1629相馬商事ビル 2Ｆ,1997,代表取締役 相馬 栄治郎,,,,20 百万円,,
2024-08-01,株式会社ホクザイ,その他,求人なし,福岡県北九州市小倉北区西港町72-24,1962,代表取締役 中屋敷 善太郎,,,,40 百万円,,
2024-08-01,株式会社西日本サニタリーセンター,その他,求人なし,福岡県北九州市小倉北区下到津2-7-6,1956,代表取締役 立川 雄一,,,,10 百万円,,
2024-08-01,大豊産業株式会社,その他,求人なし,福岡県北九州市小倉北区浅野1-2-39小倉興産14号館,1953,代表取締役 川原 洋,,,,31 百万円,,
2024-08-01,株式会社ヤマカワ装飾,その他,求人なし,福岡県福岡市博多区中洲中島町4-20,1971,代表取締役 山川 登久,,,,10 百万円,,
2024-08-01,株式会社フレンズ,その他,求人なし,東京都板橋区東山町1-4,1991,代表取締役 今 英之,,,,10 百万円,,
2024-08-01,株式会社是永商会,その他,無,福岡県北九州市小倉北区西港町89-1是永ビル 1Ｆ,1980,代表取締役 是永 美惠,,,,10 百万円,,
2024-08-01,株式会社ティーズ・エス・イー社,その他,無,北海道札幌市中央区南七条西1-21-1第3弘安ビル 6Ｆ,1995,代表取締役 渋谷 篤,,,,30 百万円,,
2024-08-01,北海道民共済生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区大通西20-1-2,1987,代表理事 齋藤 昌大,,,,"3,836 百万円",,
2024-08-01,株式会社坂本インテックス,その他,求人なし,福岡県北九州市小倉北区緑ケ丘2-5-6,1963,代表取締役 坂本 秀樹,,,,20 百万円,,
2024-08-01,株式会社ホクレン通商,その他,求人なし,北海道札幌市中央区北四条西1-1北農ビル 14Ｆ,1992,代表取締役 本田 千晴,,,,100 百万円,,
2024-08-01,アカギヘリコプター株式会社,その他,求人なし,東京都江東区新木場4-7-15東京ヘリポート,1988,代表取締役 松岡 隆二,,,,90 百万円,,
2024-08-01,葵産業株式会社,その他,求人なし,福岡県北九州市小倉北区中島2-1-1,1961,代表取締役 伊藤 雅生,,,,10 百万円,,
2024-08-01,朝日建設株式会社,その他,求人なし,福岡県北九州市小倉北区熊本4-5-21,1965,代表取締役 川本 宗,,,,60 百万円,,
2024-08-01,株式会社大黒ヘルスケアサービス,その他,求人なし,和歌山県和歌山市手平3-8-43,1999,代表取締役 堀井 啓,,,,30 百万円,,
2024-08-01,学校法人金澤学園,その他,求人なし,福岡県北九州市八幡東区春の町3-10-13,1980,理事長 金澤 洋児,,,,90 百万円,,
2024-08-01,有限会社辻垣内鉄工所,その他,求人なし,和歌山県和歌山市栄谷54-3,1989,代表取締役 辻垣内 忠之,,,,10 百万円,,
2024-08-01,株式会社湯佐部品,その他,求人なし,福岡県北九州市小倉北区木町1-7-35,1973,代表取締役 湯佐 卓也,,,,20 百万円,,
2024-08-01,公益財団法人群馬県勤労福祉センター,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県前橋市野中町361-2,1984,代表理事 石田 弘義,,,,,,
2024-08-01,公益社団法人群馬県畜産協会,その他,求人なし,群馬県前橋市亀里町1310群馬県ＪＡビル・農協ビル 6Ｆ,1956,代表理事 唐澤 透,,,,,,
2024-08-01,有限会社彩光,その他,求人なし,長野県長野市大字川合新田1008-3,1985,代表取締役 英比 郁美,,,,3 百万円,,
2024-08-01,中和エフ・エル株式会社,その他,求人なし,北海道札幌市中央区南四条西9-1008中和石油（株）本社 2Ｆ,1987,代表取締役 杉澤 謙次郎,,,,10 百万円,,
2024-08-01,東京土地建物株式会社,その他,求人なし,群馬県前橋市三俣町3-31-15,1990,代表取締役 福元 一成,,,,3 百万円,,
2024-08-01,株式会社長野イズミ,その他,求人なし,長野県長野市真島町川合1511-1,1998,代表取締役 原山 和也,,,,10 百万円,,
2024-08-01,株式会社ダイツウ,その他,求人なし,北海道札幌市中央区北五条西19-26ハイム浅野 1Ｆ,1987,代表取締役 中山 純一,,,,10 百万円,,
2024-08-01,株式会社麻生島工務店,その他,求人なし,福岡県北九州市小倉北区原町1-8-1,1968,代表取締役 麻生嶋 繁,,,,20 百万円,,
2024-08-01,株式会社サンテック,その他,求人なし,長野県長野市大字鶴賀南千歳町862-5臼井ビル 3Ｆ,1999,代表取締役 北澤 智賢,,,,10 百万円,,
2024-08-01,安全基材株式会社,その他,求人なし,群馬県高崎市剣崎町94-5,1962,代表取締役 川浦 誠,,,,30 百万円,,
2024-08-01,株式会社ソフトフロントホールディングス,その他,無,東京都千代田区九段南1-4-5泉九段ビル 6Ｆ,1997,代表取締役社長 二通 宏久,,,,10 百万円,,グロース
2024-08-01,道央情報サービス協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区南三条東4-3-6,1992,代表理事 小野 徹,,,,20 百万円,,
2024-08-01,株式会社群馬管材センター,その他,求人なし,群馬県高崎市飯塚町483,1961,代表取締役 新井 一朝,,,,10 百万円,,
2024-08-01,社会福祉法人河西福祉会,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市松江東1-7-25,1992,理事長 松尾 直章,,,,"1,396 百万円",,
2024-08-01,糸井商事株式会社,その他,求人なし,群馬県高崎市上大類町399,1955,代表取締役 糸井 丈之,,,,96 百万円,,
2024-08-01,株式会社アンクル,その他,求人なし,北海道札幌市中央区南十一条西17-2-34パワーハウス 3Ｆ,1986,代表取締役 大塚 信一,,,,10 百万円,,
2024-08-01,公益財団法人北野美術館,特殊法人・財団法人・その他団体・連合会,求人なし,長野県長野市若穂綿内7963-2,1967,代表理事 北野 貴裕,,,,,,
2024-08-01,一般社団法人長野県建設業協会,その他,求人なし,長野県長野市大字南長野南石堂町1230-6長建ビル内,1953,会長 木下 修,,,,,,
2024-08-01,株式会社クリーンオート,その他,求人なし,群馬県高崎市大八木町3000-13,1964,代表取締役 宮前 明弘,,,,48 百万円,,
2024-08-01,公益財団法人わかやま産業振興財団,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市本町2-1フォルテ・ワジマ 6Ｆ,1991,代表理事 島 正博,,,,,,
2024-08-01,公益財団法人和歌山県農業公社,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県和歌山市茶屋ノ丁2-1和歌山県自治会館 6Ｆ,1989,代表理事 下 宏,,,,,,
