更新日,名称,業界(小分類),求人有無,所在地,設立,代表者,平均年齢,従業員数,企業URL,資本金,事業内容,上場市場名
2024-08-01,前田鉄工株式会社,その他,求人なし,和歌山県海草郡紀美野町長谷957-2,1950,代表取締役 前田 富彦,,,,18 百万円,,
2024-08-01,公益財団法人札幌国際プラザ,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北一条西3-3札幌ＭＮビル,1991,代表理事 平木 浩昭,,,,,,
2024-08-01,大洋鋳造株式会社,その他,求人なし,和歌山県海草郡紀美野町長谷983,1967,代表取締役 辻本 章男,,,,30 百万円,,
2024-08-01,日本冷食販売株式会社,その他,求人なし,長野県松本市大字笹賀5896-1,1967,代表取締役 二木 哲也,,,,45 百万円,,
2024-08-01,株式会社二光印刷,その他,求人なし,長野県松本市大字和田6532-6,1974,代表取締役 新保 次郎,,,,12 百万円,,
2024-08-01,根来鈑創株式会社,その他,求人なし,和歌山県海草郡紀美野町長谷983-3,1979,代表取締役 根来 勝代,,,,30 百万円,,
2024-08-01,株式会社ジェーピー北海,その他,求人なし,北海道札幌市中央区北二条西1-1,2000,代表取締役 北山 俊彦,,,,80 百万円,,
2024-08-01,株式会社成電半導体,その他,求人なし,群馬県高崎市上豊岡町571-9,1985,代表取締役 瀧澤 啓,,,,10 百万円,,
2024-08-01,株式会社ベルカプセル高崎,その他,求人なし,群馬県高崎市倉賀野町2462-6,1988,代表取締役 羽山 慎二,,,,30 百万円,,
2024-08-01,佐佐井株式会社,その他,求人なし,福岡県北九州市小倉南区上曽根新町2-25,1984,代表取締役 佐々井 久博,,,,10 百万円,,
2024-08-01,株式会社岩崎建材店,その他,求人なし,福岡県北九州市小倉南区湯川5-7-7シャンピアゆがわ 1Ｆ,1979,代表取締役社長 岩﨑 祐司,,,,10 百万円,,
2024-08-01,株式会社カネマル,その他,求人なし,長野県松本市大字笹賀7600-41,1976,,,,,20 百万円,,
2024-08-01,上田建設工業株式会社,その他,求人なし,福岡県北九州市小倉南区徳力新町1-24-16,1968,代表取締役 上田 勝之,,,,20 百万円,,
2024-08-01,株式会社サンティックシステム,その他,求人なし,長野県松本市大字松原58-6,1981,代表取締役 渡辺 武,,,,25 百万円,,
2024-08-01,ヨシダトータルサービス有限会社,その他,求人なし,群馬県藤岡市森160-1,1998,代表取締役 吉田 健一郎,,,,4 百万円,,
2024-08-01,株式会社吉野屋,その他,求人なし,福岡県北九州市小倉南区徳力新町1-25-29,1971,代表取締役 吉野 正倫,,,,30 百万円,,
2024-08-01,有限会社栗田製菓所,その他,求人なし,長野県松本市城西1-5-29,1954,代表取締役 栗田 健志郎,,,,7 百万円,,
2024-08-01,有限会社井上木型製作所,その他,求人なし,福岡県北九州市小倉南区新曽根6-17,1960,取締役 井上 雅博,,,,3 百万円,,
2024-08-01,株式会社いわき,その他,求人なし,和歌山県紀の川市西大井67,1990,代表取締役 岩城 和成,,,,10 百万円,,
2024-08-01,紀の里農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県紀の川市上野12-5,1992,代表理事 吉田 哲男,,,,"3,184 百万円",,
2024-08-01,有限会社松本マルケイ食品,その他,求人なし,長野県松本市平田西1-4-6,1984,代表取締役 高橋 正樹,,,,3 百万円,,
2024-08-01,小倉鉱業株式会社,その他,求人なし,福岡県北九州市小倉南区大字市丸1050,1954,代表取締役 國江 信司,,,,10 百万円,,
2024-08-01,株式会社エム・ケー・ケー,その他,求人なし,長野県松本市大字島内3443-13妙高ビル 3Ｆ,1983,代表取締役 藤巻 好實,,,,35 百万円,,
2024-08-01,エス・バイ・エス事業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区南三条東4-3-6さくら総合会計第2ビル,1999,代表理事 橋井 洋一,,,,10 百万円,,
2024-08-01,株式会社北産業,その他,求人なし,長野県松本市大字島立845-1,1984,代表取締役 栗林 俊治,,,,20 百万円,,
2024-08-01,関門紙原料合資会社,その他,求人なし,福岡県北九州市小倉南区中吉田2-1-6,1949,代表社員 山本 義之,,,,10 百万円,,
2024-08-01,有限会社浪速酸素商会,その他,求人なし,福岡県北九州市小倉南区横代南町5-1-15,1982,代表取締役 重留 輝泰,,,,10 百万円,,
2024-08-01,株式会社エーアイテック,その他,求人なし,長野県松本市大字和田4010-31,1986,代表取締役 大林 泰彦,,,,40 百万円,,
2024-08-01,九化興産株式会社,その他,求人なし,福岡県北九州市小倉南区蒲生3-5-27,1974,代表取締役 西村 啓作,,,,21 百万円,,
2024-08-01,一般財団法人道民活動振興センター,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北二条西7-1,1991,代表理事 相馬 秋夫,,,,,,
2024-08-01,株式会社ダイソー,その他,求人なし,長野県松本市大字島立810-1,1967,代表取締役 大出 寿文,,,,20 百万円,,
2024-08-01,一般財団法人北海道建築指導センター,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市中央区北三条西3-1札幌北三条ビル 8Ｆ,1966,代表理事 平向 邦夫,,,,,,
2024-08-01,松本生コン事業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県松本市井川城3-12-17ＭＲＣビル 2Ｆ,1974,代表理事 高澤 通泰,,,,11 百万円,,
2024-08-01,株式会社長野エレベーター,その他,求人なし,長野県松本市石芝3-14-2,1974,代表取締役 倉本 周治,,,,10 百万円,,
2024-08-01,平和運送株式会社,その他,求人なし,福岡県北九州市小倉南区大字朽網3914-10,1981,代表取締役 山根 昇二,,,,12 百万円,,
2024-08-01,株式会社丸友中部青果,その他,求人なし,長野県松本市大字和田6532-7,1969,代表取締役 松倉 勇記,,,,49 百万円,,
2024-08-01,株式会社ザザホラヤ,その他,無,福岡県北九州市小倉南区湯川新町4-24-3,1986,代表取締役 洞 晧人,,,,30 百万円,■紳士服専門店 紳士服のザザホラヤ■大きいサイズ専門店 BIG M ONE■ORDER SUIT専門店 ORDER BOX■チケット販売店 スーパーチケット■ファミリー雑貨店 FARMY HORMY■インターネット通販サイトの運営 2024年2月doda掲載求人より引用,
2024-08-01,深志測量株式会社,その他,求人なし,長野県松本市大字島立1080-7,1977,代表取締役 横山 敏雪,,,,20 百万円,,
2024-08-01,西日本フードサービス株式会社,その他,求人なし,福岡県北九州市小倉南区下城野3-3-2,1973,代表取締役 西村 繁,,,,25 百万円,,
2024-08-01,株式会社オートエクステリア,その他,求人なし,長野県松本市大字笹賀7208,1988,代表取締役 柳澤 慶昭,,,,10 百万円,,
2024-08-01,有限会社平成熱学,その他,求人なし,長野県松本市大字島内6344-5,1989,代表取締役 濵徳章,,,,5 百万円,,
2024-08-01,株式会社ラポール,その他,求人なし,長野県上田市諏訪形1463-2,1993,代表取締役 飯島 幸宏,,,,10 百万円,,
2024-08-01,株式会社舩木建設,その他,求人なし,和歌山県紀の川市桃山町元156-1,2013,代表取締役 船木 進也,,,,40 百万円,,
2024-08-01,宗教法人神理教,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県北九州市小倉南区徳力5-10-8,1952,代表役員 巫部 祐彦,,,,6 百万円,,
2024-08-01,神谷プラスチック工業株式会社,その他,求人なし,長野県上田市上野67,1966,代表取締役 神谷 政雄,,,,10 百万円,,
2024-08-01,株式会社ＤＩＰＳ,その他,求人なし,福岡県北九州市小倉南区蒲生2-2-30,1984,代表取締役 水本 智美,,,,15 百万円,,
2024-08-01,有限会社小宮山建材,その他,求人なし,長野県上田市中央5-9-26,1972,代表取締役 小宮山 武雄,,,,3 百万円,,
2024-08-01,小柳産業株式会社,その他,求人なし,長野県上田市材木町2-12-10,1953,代表取締役 小栁 好範,,,,30 百万円,,
2024-08-01,株式会社長野光商事,その他,求人なし,長野県上田市秋和問屋町503,1966,代表取締役 五十嵐 康弘,,,,20 百万円,,
2024-08-01,株式会社札幌設備,その他,求人なし,北海道札幌市北区屯田二条2-7-13,1969,代表取締役 池田 純一,,,,10 百万円,,
2024-08-01,信濃合金株式会社,その他,求人なし,長野県上田市諏訪形1486,1957,代表取締役 佐野 正典,,,,90 百万円,,
2024-08-01,株式会社はなおか,その他,求人なし,長野県上田市中央3-8-1,1962,代表取締役 花岡 正一,,,,16 百万円,,
2024-08-01,株式会社柳栄精工,その他,求人なし,群馬県桐生市広沢町7-5050-1,1968,代表取締役 柳沢 勝人,,,,16 百万円,,
2024-08-01,日興美装工業株式会社,その他,求人なし,北海道札幌市北区北十九条西4-1-21日興美装ビル,1950,代表取締役 櫻井 和久,,,,72 百万円,,
2024-08-01,医療法人殿田会,その他,求人なし,和歌山県岩出市清水311-1,1996,理事長 殿田 重彦,,,,,,
2024-08-01,生活協同組合コープぐんま,特殊法人・財団法人・その他団体・連合会,無,群馬県桐生市相生町1-111,1957,代表理事 大貫 晴雄,,,,"5,583 百万円",■食品を中心に生活必需品を提供する店舗・宅配事業など■共済事業、サービス事業等の生活総合事業■組合員活動を中心とする商品、福祉、環境、平和、文化活動など 2023年11月doda掲載求人より引用,
2024-08-01,有限会社紀陽工作所,その他,求人なし,和歌山県岩出市金池468-1,1988,代表取締役 川西 謙,,,,3 百万円,,
2024-08-01,株式会社宮下組,サブコン,求人なし,長野県上田市踏入2-1-17,1961,代表取締役 石塚 博敏,,,,40 百万円,,
2024-08-01,ミヤジマ技研株式会社,その他,求人なし,長野県上田市下之郷248,1967,代表取締役 宮島 武宏,,,,30 百万円,,
2024-08-01,株式会社北大モータース,その他,求人なし,北海道札幌市北区北十八条西5-1-36,1979,代表取締役社長 小野 秀則,,,,10 百万円,,
2024-08-01,株式会社川久保製作所,その他,求人なし,長野県上田市古里1998-1,1970,代表取締役 南平 晴久,,,,10 百万円,,
2024-08-01,有限会社ハイテックウエダ,その他,求人なし,長野県上田市踏入2-9-15,1950,取締役 市川 恒希,,,,3 百万円,,
2024-08-01,医療法人友愛会,特殊法人・財団法人・その他団体・連合会,求人なし,長野県上田市中央東4-61,1960,理事長 遠藤 謙二,,,,"7,927 百万円",,
2024-08-01,株式会社北海道機関紙印刷所,その他,求人なし,北海道札幌市手稲区曙二条3-2-34,1952,代表取締役 長谷川 弘美,,,,80 百万円,,
2024-08-01,エナジーサービス株式会社,その他,求人なし,長野県上田市常田2-20-26,1965,代表取締役 竹内 敏樹,,,,10 百万円,,
2024-08-01,北海道大学生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,北海道札幌市北区北八条西7-1-1,1957,代表理事 柿澤 宏昭,,,,403 百万円,,
2024-08-01,北海道ホルスタイン農業協同組合,その他,求人なし,北海道札幌市北区北十五条西5-1-5,1948,代表理事 山口 哲朗,,,,247 百万円,,
2024-08-01,北海道木材市場協同組合,その他,求人なし,北海道札幌市北区篠路町上篠路7-8,1958,代表理事 加賀谷 雅治,,,,156 百万円,,
2024-08-01,株式会社山辺,その他,求人なし,長野県上田市常田3-2-29,1968,代表取締役 秋山 晴司,,,,45 百万円,,
2024-08-01,有限会社アサヒ樹脂加工,その他,求人なし,福岡県北九州市小倉南区朽網西3-24,1990,代表取締役 久留島 昭夫,,,,5 百万円,,
2024-08-01,上田冷蔵株式会社,その他,求人なし,長野県上田市秋和問屋町276,1954,代表取締役 桑原 茂実,,,,40 百万円,,
2024-08-01,株式会社陽電社,その他,求人なし,北海道札幌市中央区北六条西18-1-13ＫＳ．ＢＬＤ,1959,代表取締役 里見 昌宏,,,,10 百万円,,
2024-08-01,ワカバ工業株式会社,その他,求人なし,長野県上田市富士山2416-8,1970,代表取締役 小松 正一,,,,10 百万円,,
2024-08-01,有限会社富士札幌エレベータ,その他,求人なし,北海道札幌市北区北六条西6-2第1山崎ビル,1965,代表取締役 関戸 正俊,,,,3 百万円,,
2024-08-01,桐生鋼材株式会社,その他,求人なし,群馬県桐生市宮本町4-9-16,1971,代表取締役社長 松井 隆,,,,10 百万円,,
2024-08-01,株式会社関口商会,その他,求人なし,長野県上田市中央5-12-9,1959,代表取締役 関口 泰彦,,,,10 百万円,,
2024-08-01,ヤマキ山下工業株式会社,その他,求人なし,北海道札幌市北区新川四条3-2-23アヴェニール4・3－101,1973,代表取締役 山下 博昭,,,,20 百万円,,
2024-08-01,小竹電気温調株式会社,その他,求人なし,和歌山県橋本市高野口町大野421-1,1988,代表取締役 小竹 淳介,,,,20 百万円,,
2024-08-01,アトム配管株式会社,その他,求人なし,北海道札幌市北区新川三条6-9-8,1972,代表取締役 高柳 恒,,,,25 百万円,,
2024-08-01,株式会社テスコム,その他,求人なし,福岡県北九州市小倉南区石田町6-1,1982,代表取締役 川野 剛,,,,10 百万円,,
2024-08-01,有限会社ビル環境センター,その他,求人なし,福岡県遠賀郡芦屋町高浜町8-21,1975,代表取締役 山内 信幸,,,,3 百万円,,
2024-08-01,不二光学器械株式会社,その他,求人なし,北海道札幌市北区北二十条西4-2-40不二ビル 1Ｆ,1976,代表取締役 児島 義明,,,,10 百万円,,
2024-08-01,第一建設工業株式会社,その他,求人なし,長野県上田市古里1580-12,1982,代表取締役 関根 実,,,,10 百万円,,
2024-08-01,及川鉄工株式会社,その他,求人なし,北海道札幌市白石区川下641,1962,代表取締役 堤 清丈,,,,20 百万円,,
2024-08-01,札幌断熱株式会社,その他,求人なし,北海道札幌市北区新川西五条4-3-12,1983,代表取締役 千葉 真司,,,,10 百万円,,
2024-08-01,株式会社梨木工務店,その他,求人なし,北海道札幌市北区新琴似二条11-6-5,1977,代表取締役 大井 太一,,,,45 百万円,,
2024-08-01,有限会社大栄設備,その他,求人なし,群馬県桐生市堤町3-7-47,1980,代表取締役 園田 尚貴,,,,20 百万円,,
2024-08-01,日信サービス株式会社,その他,求人なし,長野県上田市国分1-1-9,1983,代表取締役 宮下 直也,,,,100 百万円,,
2024-08-01,株式会社フジタ,その他,求人なし,北海道札幌市北区新川三条13-1-16,1979,代表取締役 藤田 和彦,,,,10 百万円,,
2024-08-01,上穀商事株式会社,その他,求人なし,長野県上田市保野199-6,1977,代表取締役 小松 浩昭,,,,10 百万円,,
2024-08-01,株式会社渡部,その他,求人なし,長野県上田市小牧873,1975,代表取締役 渡部 和巳,,,,41 百万円,,
2024-08-01,大経建設株式会社,その他,求人なし,和歌山県有田郡湯浅町大字田370,1994,代表取締役 下向 経喜,,,,10 百万円,,
2024-08-01,有限会社ウスザワ,その他,求人なし,長野県上田市上塩尻261,1955,代表取締役 臼澤 浩明,,,,3 百万円,,
2024-08-01,正田工業株式会社,その他,求人なし,群馬県桐生市境野町1-甲830-1,1974,代表取締役 正田 俊司,,,,15 百万円,,
2024-08-01,株式会社トビテック,その他,求人なし,長野県上田市上田原857-9,1992,代表取締役 大井 義晴,,,,10 百万円,,
2024-08-01,トムス食品株式会社,その他,求人なし,長野県上田市八木沢1418-7,1992,代表取締役 前田 昭典,,,,20 百万円,,
2024-08-01,信州うえだ農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県上田市大手2-7-10,1994,代表理事 眞島 実,,,,"4,532 百万円",,
2024-08-01,久一建設株式会社,その他,求人なし,福岡県北九州市小倉南区大字新道寺1204-2,2011,代表取締役 堀 和久,,,,40 百万円,,
2024-08-01,高松工業株式会社,その他,求人なし,北海道札幌市北区新琴似七条12-3-58,1974,代表取締役 髙松 潔,,,,10 百万円,,
2024-08-01,三恵自動車株式会社,その他,求人なし,和歌山県有田郡有田川町大字小島300,1962,代表取締役 前田 芳見,,,,10 百万円,,
2024-08-01,株式会社ホクスイ設計コンサル,その他,求人なし,北海道札幌市北区北六条西9-2,1981,代表取締役 大川 剛司,,,,40 百万円,,
2024-08-01,ムイネ観光開発株式会社,その他,求人なし,北海道札幌市北区新琴似八条5-1-10,1983,代表取締役社長 髙橋 康史,,,,20 百万円,,
2024-08-01,川西商事有限会社,その他,求人なし,長野県上田市常田2-22-39,1959,代表取締役 林 秀樹,,,,3 百万円,,
2024-08-01,有限会社キノテック,その他,求人なし,長野県上田市殿城816-10,1990,取締役 田中 救雄,,,,5 百万円,,
2024-08-01,昭和薬業株式会社,その他,求人なし,長野県上田市中央2-17-5,1935,代表取締役 小林 純一,,,,60 百万円,,
2024-08-01,株式会社藤井建業,その他,求人なし,北海道札幌市北区新琴似町793,1988,代表取締役 藤井 功貴,,,,20 百万円,,
2024-08-01,栗原プランニング有限会社,その他,求人なし,福岡県行橋市行事8-8-10,2001,取締役 栗原 幸児,,,,3 百万円,,
2024-08-01,株式会社萩原土建,その他,求人なし,群馬県伊勢崎市中央町24-2,1947,代表取締役 萩原 健次,,,,30 百万円,,
2024-08-01,株式会社イチキ,その他,求人なし,北海道札幌市北区新川二条3-1-14,1996,代表取締役社長 中村 弘,,,,10 百万円,,
2024-08-01,株式会社アズプランニング,その他,求人なし,福岡県北九州市小倉南区湯川新町4-24-3,2002,代表取締役 洞 晧人,,,,10 百万円,,
2024-08-01,株式会社光タクシー,その他,求人なし,福岡県北九州市八幡東区枝光本町6-15,1950,代表取締役 石橋 孝三,,,,20 百万円,,
2024-08-01,株式会社片岡商店,その他,求人なし,福岡県北九州市八幡東区川淵町3-16,1952,代表取締役 北里 信一郎,,,,24 百万円,,
2024-08-01,株式会社アート造園,その他,求人なし,北海道札幌市北区篠路町拓北31-207,1987,代表取締役 黒川 修司,,,,10 百万円,,
2024-08-01,大建産業株式会社,その他,求人なし,福岡県北九州市八幡東区西本町4-3-20,1958,代表取締役社長 副島 一哉,,,,10 百万円,,
2024-08-01,グンイチパン株式会社,その他,求人なし,群馬県伊勢崎市除ケ町10,1954,代表取締役 小此木 正博,,,,16 百万円,,
2024-08-01,株式会社エムイー・システムズ,その他,求人なし,長野県岡谷市川岸東5-6-18,1985,代表取締役 宮澤 成毅,,,,10 百万円,,
2024-08-01,まるか商事株式会社,その他,求人なし,群馬県伊勢崎市戸谷塚町49-1,1990,代表取締役 丸橋 嘉一,,,,37 百万円,,
2024-08-01,株式会社協和精工,その他,求人なし,長野県岡谷市堀ノ内2-16-17,1982,代表取締役 坂本 千春,,,,10 百万円,,
2024-08-01,株式会社三河屋,その他,求人なし,群馬県伊勢崎市柴町1572-1,1948,代表取締役 清水 克英,,,,47 百万円,,
2024-08-01,佐波伊勢崎農業協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,群馬県伊勢崎市連取町3096-1,1993,代表理事 重田 茂,,,,"2,491 百万円",,
2024-08-01,株式会社札幌電商社,その他,求人なし,北海道札幌市北区篠路五条4-4-22,1979,代表取締役 小原弘嗣,,,,10 百万円,,
2024-08-01,美光金属有限会社,その他,求人なし,群馬県伊勢崎市福島町341-1,1971,代表取締役 茂木 馨,,,,3 百万円,,
2024-08-01,川端設備工業株式会社,その他,求人なし,群馬県伊勢崎市今泉町2-409-1,1969,代表取締役 川端 美代子,,,,20 百万円,,
2024-08-01,帝産業株式会社,その他,求人なし,福岡県北九州市八幡東区白川町10-34,1957,代表取締役 三好 豪,,,,47 百万円,,
2024-08-01,生活クラブ生活協同組合,特殊法人・財団法人・その他団体・連合会,求人なし,長野県岡谷市赤羽2-3-47,1977,代表理事 加藤 貴弘,,,,"1,828 百万円",,
2024-08-01,株式会社エルゼ,その他,無,福岡県大野城市白木原5-4-33,1963,代表取締役 平田 寛一,,,,50 百万円,,
2024-08-01,公益財団法人脳血管研究所,その他,求人なし,群馬県伊勢崎市大手町1-1,1963,代表理事 美原 樹,,,,,,
2024-08-01,株式会社エプソンロジスティクス,その他,求人なし,長野県諏訪市大和3-3-5,1993,代表取締役 西牧 理,,,,50 百万円,,
2024-08-01,武藏工業有限会社,その他,求人なし,群馬県伊勢崎市波志江町4734-1,1970,代表取締役 小林 良輔,,,,3 百万円,,
2024-08-01,株式会社ケイエス電子,その他,求人なし,福岡県北九州市八幡東区前田2-9-9,1966,代表取締役 須藤 正樹,,,,10 百万円,,
2024-08-01,株式会社中部テクノ,その他,求人なし,長野県岡谷市川岸西1-1-5,1997,代表取締役 横内 慎介,,,,10 百万円,,
2024-08-01,株式会社有薗製作所,その他,求人なし,福岡県北九州市八幡東区東田1-7-5,1972,代表取締役 有薗 央,,,,40 百万円,,
2024-08-01,小池産業株式会社,その他,求人なし,群馬県伊勢崎市東上之宮町961-1,1978,代表取締役 小池 清幸,,,,10 百万円,,
2024-08-01,龍神村森林組合,特殊法人・財団法人・その他団体・連合会,求人なし,和歌山県田辺市龍神村東401,1965,代表理事 眞砂 佳明,,,,96 百万円,,
2024-08-01,有限会社大藤製作所,その他,求人なし,群馬県伊勢崎市波志江町2085,1970,取締役 大場 祥光,,,,6 百万円,,
2024-08-01,株式会社アラックス,その他,求人なし,群馬県伊勢崎市日乃出町701-6,1974,代表取締役 新井 一郎,,,,10 百万円,,
2024-08-01,新日本給食株式会社,その他,求人なし,福岡県北九州市八幡東区勝山1-2-19,1976,代表取締役 山﨑 晋吾,,,,30 百万円,,
2024-08-01,マルイ暖冷株式会社,その他,求人なし,群馬県伊勢崎市昭和町3671-24,1976,代表取締役 根岸 泉,,,,10 百万円,,
2024-08-01,三高電機株式会社,その他,求人なし,群馬県伊勢崎市宮子町3498-10,1990,代表取締役 高橋 宏道,,,,15 百万円,,
2024-08-01,医療法人松島クリニック,その他,求人なし,福岡県北九州市八幡東区茶屋町2-8,1989,理事長 松島 慶幸,,,,213 百万円,,
2024-08-01,株式会社アイシーカーゴ,その他,求人なし,群馬県伊勢崎市飯島町108,2004,代表取締役 高家 正行,,,,50 百万円,,
2024-08-01,株式会社ベイシア興産,その他,求人なし,群馬県前橋市亀里町900,1985,代表取締役 土屋 嘉雄,,,,10 百万円,,
2024-08-01,株式会社ベイシアポップデポ,その他,求人なし,群馬県前橋市亀里町900,1994,代表取締役 橋本 浩英,,,,10 百万円,,
2024-08-01,有限会社宮原紙器工業所,その他,求人なし,長野県岡谷市山下町1-14-24,1956,代表取締役 宮原 榮一,,,,10 百万円,,
2024-08-01,中央金属株式会社,その他,求人なし,長野県岡谷市堀ノ内1-15-1,1996,代表取締役 杉村 英亮,,,,10 百万円,,
2024-08-01,公益社団法人北九州市八幡医師会,特殊法人・財団法人・その他団体・連合会,求人なし,福岡県北九州市八幡東区平野2-1-1,1948,代表理事 鍵山 明弘,,,,,,
2024-08-01,株式会社葵電機工業,その他,求人なし,福岡県北九州市八幡東区中畑1-4-6,1990,代表取締役 吉塚 秀明,,,,30 百万円,,
2024-08-01,楡創研株式会社,その他,求人なし,北海道札幌市東区北二十一条東1-4-6,1963,代表取締役 河上 太,,,,30 百万円,,
2024-08-01,岡谷造機株式会社,その他,求人なし,長野県岡谷市湖畔3-2-48,1950,代表取締役 宮坂 忠則,,,,10 百万円,,
2024-08-01,有限会社芝野電機,その他,求人なし,長野県岡谷市本町4-1-16,1988,代表取締役 芝野 淳一郎,,,,3 百万円,,
2024-08-01,北海道河川開発株式会社,その他,求人なし,北海道札幌市北区新川四条9-2-8,1973,代表取締役 多田 輝,,,,10 百万円,,
