更新日,名称,業界(小分類),求人有無,所在地,代表者,設立,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,沖縄県本部町役場,公社・官公庁・学校・研究施設,求人なし,沖縄県国頭郡本部町字東5,町長 平良 武康,,,,,,
2024-08-01,沖縄県伊平屋村役場,公社・官公庁・学校・研究施設,求人なし,沖縄県島尻郡伊平屋村字我喜屋251,村長 伊礼 幸雄,,,,,,
2024-08-01,沖縄県座間味村役場,公社・官公庁・学校・研究施設,求人なし,沖縄県島尻郡座間味村字座間味109,村長 宮里 哲,,,,,,
2024-08-01,沖縄県庁,公社・官公庁・学校・研究施設,無,沖縄県那覇市泉崎1-2-2,知事 玉城 デニー,,,,,,
2024-08-01,千葉県警察本部,公社・官公庁・学校・研究施設,無,千葉県千葉市中央区長洲1-9-1,,,,,,,情報が古い可能性があります。最新の情報を確認する場合はHP等をご覧ください。 千葉県民の個人の生命、身体及び財産の保護、犯罪の予防、鎮圧及び捜査、被疑者の逮捕、交通の取締、その他公共の安全と秩序を維持する職務に従事します。 2022年8月doda掲載求人より引用
2024-08-01,埼玉県警察本部,公社・官公庁・学校・研究施設,無,埼玉県さいたま市浦和区高砂3-15-1,,,,,,,
2024-08-01,茨城県警察本部,公社・官公庁・学校・研究施設,無,茨城県水戸市笠原町978-6,,,,,,,
2024-08-01,山口県警察本部,公社・官公庁・学校・研究施設,無,山口県山口市滝町1-1,,,,,,,
2024-08-01,学校法人京都精華大学,公社・官公庁・学校・研究施設,求人なし,京都府京都市左京区岩倉木野町137,理事長 石田 涼,1993,,,,"24,185 百万円",
2024-08-01,学校法人ヴィアトール学園,公社・官公庁・学校・研究施設,求人なし,京都府京都市北区小松原南町33,理事長 島田 眞路,1952,,,,,
2024-08-01,学校法人四日市メリノール学院,公社・官公庁・学校・研究施設,求人なし,三重県四日市市平尾町2800,理事長 伊藤 春樹,1963,,,,"2,014 百万円",
2024-08-01,学校法人愛泉学園,公社・官公庁・学校・研究施設,求人なし,大阪府堺市堺区浅香山町1-2-20,理事長 重山 誠央,1939,,,,"2,276 百万円",
2024-08-01,学校法人愛知江南学園,公社・官公庁・学校・研究施設,求人なし,愛知県江南市高屋町大松原172,理事長 伊藤 由香,1967,,,,"6,928 百万円",
2024-08-01,学校法人愛知産業大学,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中区橘2-6-15,理事長 小林 英三,1948,,,,"35,705 百万円",
2024-08-01,学校法人愛美学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区新道1-23-15,理事長 渡邉 眞帆子,1941,,,,"5,616 百万円",
2024-08-01,学校法人延暦寺學園,公社・官公庁・学校・研究施設,求人なし,滋賀県大津市坂本4-3-1,理事長 水尾 寂芳,1948,,,,"3,355 百万円",
2024-08-01,学校法人鴎友学園,公社・官公庁・学校・研究施設,求人なし,東京都世田谷区宮坂1-5-30,理事長 清水 哲雄,1933,,,,"5,943 百万円",
2024-08-01,学校法人海星学院,公社・官公庁・学校・研究施設,求人なし,北海道室蘭市高砂町3-7-7,理事長 小林 薫,1961,,,,105 百万円,
2024-08-01,学校法人芥田学園,公社・官公庁・学校・研究施設,求人なし,静岡県浜松市中央区向宿2-20-1,理事長 木俣 安弘,1944,,,,"1,991 百万円",
2024-08-01,学校法人開成学園,公社・官公庁・学校・研究施設,求人なし,埼玉県さいたま市大宮区堀の内町1-615,理事長 松﨑 一洋,1953,,,,"6,010 百万円",
2024-08-01,学校法人鎌倉女学院,公社・官公庁・学校・研究施設,求人なし,神奈川県鎌倉市由比ガ浜2-10-4,理事長 杉山 美智子,1926,,,,"2,648 百万円",
2024-08-01,学校法人関西大倉学園,公社・官公庁・学校・研究施設,求人なし,大阪府茨木市室山2-14-1,理事長 倉田 薫,1941,,,,"5,343 百万円",
2024-08-01,学校法人京都文教学園,公社・官公庁・学校・研究施設,求人なし,京都府宇治市槇島町千足80,理事長 仁科 周朗,1951,,,,"20,534 百万円",
2024-08-01,学校法人共栄学園,公社・官公庁・学校・研究施設,求人なし,京都府福知山市字篠尾62-5,理事長 中井 博之,1957,,,,,
2024-08-01,学校法人玉田学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市長田区池田上町92,理事長 中村 忠司,1944,,,,,
2024-08-01,学校法人九州中村高等学園,公社・官公庁・学校・研究施設,求人なし,福岡県福岡市東区香椎駅東2-22-1,理事長 中村 治,1963,,,,138 百万円,
2024-08-01,学校法人九里学園,公社・官公庁・学校・研究施設,求人なし,山形県米沢市門東町1-1-72,理事長 九里 廣志,1935,,,,"1,563 百万円",
2024-08-01,学校法人啓明学院,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市須磨区横尾9-5-1,理事長 新 尚一,1945,,,,"7,158 百万円",
2024-08-01,学校法人見真学園,公社・官公庁・学校・研究施設,求人なし,広島県広島市西区己斐東1-13-1,理事長 安部 惠証,1951,,,,"1,164 百万円",
2024-08-01,学校法人賢明学院,公社・官公庁・学校・研究施設,求人なし,大阪府堺市堺区霞ヶ丘町4-3-30,理事長 髙畠 政行,1955,,,,"4,519 百万円",
2024-08-01,学校法人向上学園,公社・官公庁・学校・研究施設,求人なし,神奈川県伊勢原市見附島411,理事長 山田 貴久,1941,,,,"5,815 百万円",
2024-08-01,学校法人高橋学園,公社・官公庁・学校・研究施設,求人なし,千葉県東金市田間1999,理事長 髙橋 邦夫,1953,,,,"4,353 百万円",
2024-08-01,学校法人高木学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市港北区菊名7-6-43,理事長 塗木 暁子,1943,,,,"14,009 百万円",
2024-08-01,学校法人今治明徳学園,公社・官公庁・学校・研究施設,求人なし,愛媛県今治市北日吉町1-4-47,理事長 白川 見敬,1951,,,,"3,381 百万円",
2024-08-01,学校法人佐久学園,公社・官公庁・学校・研究施設,求人なし,長野県佐久市岩村田2384,理事長 盛岡 正博,1964,,,,"3,820 百万円",
2024-08-01,学校法人佐保会学園,公社・官公庁・学校・研究施設,求人なし,奈良県奈良市鹿野園町806,理事長 馬越 かよ子,1965,,,,"3,382 百万円",
2024-08-01,学校法人桜丘,公社・官公庁・学校・研究施設,求人なし,東京都北区滝野川1-51-12,理事長 立野 有文,1959,,,,"3,268 百万円",
2024-08-01,学校法人札幌龍谷学園,公社・官公庁・学校・研究施設,求人なし,北海道札幌市中央区北四条西19-1-2,理事長 沙々木 学,1963,,,,"2,138 百万円",
2024-08-01,学校法人三輪田学園,公社・官公庁・学校・研究施設,求人なし,東京都千代田区九段北3-3-15,理事長 塩見 牧雄,1943,,,,"5,695 百万円",
2024-08-01,学校法人山陽女学園,公社・官公庁・学校・研究施設,求人なし,広島県廿日市市佐方本町1-1,理事長 石田 孝樹,1944,,,,"4,608 百万円",
2024-08-01,学校法人淑徳学林,公社・官公庁・学校・研究施設,求人なし,京都府福知山市字正明寺36-10,理事長 山口 剛,1951,,,,595 百万円,
2024-08-01,学校法人駿台甲府学園,公社・官公庁・学校・研究施設,求人なし,山梨県甲府市塩部2-8-1,理事長 田中 雅浩,1956,,,,200 百万円,
2024-08-01,学校法人純美禮学園,公社・官公庁・学校・研究施設,求人なし,滋賀県大津市竜が丘24-4,理事長 秋山 元秀,1953,,,,,
2024-08-01,学校法人小池学園,公社・官公庁・学校・研究施設,求人なし,埼玉県越谷市新越谷2-18-6,理事長 小池 康治,1981,,,,"1,822 百万円",
2024-08-01,学校法人小林学園,公社・官公庁・学校・研究施設,求人なし,埼玉県本庄市日の出1-4-5,理事長 小林 弘斉,1953,,,,"9,377 百万円",
2024-08-01,学校法人昭和学院,公社・官公庁・学校・研究施設,求人なし,千葉県市川市東菅野2-17-1,理事長 山本 徹,1940,,,,"31,883 百万円",
2024-08-01,学校法人湘南白百合学園,公社・官公庁・学校・研究施設,求人なし,神奈川県藤沢市片瀬目白山4-1,理事長 荻原 禮子,1938,,,,,
2024-08-01,学校法人上宮学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市天王寺区上之宮町9-36,理事長 田中 裕史,1912,,,,"3,054 百万円",
2024-08-01,学校法人城西学園,公社・官公庁・学校・研究施設,求人なし,東京都豊島区千早1-10-26,理事長 新藤 博明,1927,,,,"2,708 百万円",
2024-08-01,学校法人仁川学院,公社・官公庁・学校・研究施設,求人なし,兵庫県西宮市甲東園2-13-9,理事長 大水 恵一,1956,,,,"3,438 百万円",
2024-08-01,学校法人須磨浦学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市須磨区千守町2-1-13,理事長 角南 忠昭,1913,,,,752 百万円,
2024-08-01,学校法人水城高等学校,公社・官公庁・学校・研究施設,求人なし,茨城県水戸市白梅2-1-45,理事長 山野内 吉明,1964,,,,"5,085 百万円",
2024-08-01,学校法人杉並学院,公社・官公庁・学校・研究施設,求人なし,東京都杉並区阿佐谷南2-30-17,理事長 島村 宜伸,1940,,,,"2,614 百万円",
2024-08-01,学校法人菅生学園,公社・官公庁・学校・研究施設,求人なし,東京都あきる野市菅生1468,理事長 島田 幸成,1972,,,,"3,515 百万円",
2024-08-01,学校法人世田谷学園,公社・官公庁・学校・研究施設,求人なし,東京都世田谷区三宿1-16-31,理事長 須田 孝英,1940,,,,"6,254 百万円",
2024-08-01,学校法人星美学園,公社・官公庁・学校・研究施設,求人なし,東京都北区赤羽台4-2-14,理事長 鈴木 裕子,1951,,,,"18,682 百万円",
2024-08-01,学校法人清水国際学園,公社・官公庁・学校・研究施設,求人なし,静岡県静岡市清水区天神1-4-1,理事長 平等 民雄,1943,,,,"1,761 百万円",
2024-08-01,学校法人清明学園,公社・官公庁・学校・研究施設,求人なし,東京都大田区南雪谷3-12-26,理事長 浅野 輝一,1950,,,,"2,991 百万円",
2024-08-01,学校法人聖ステパノ学園,公社・官公庁・学校・研究施設,求人なし,神奈川県中郡大磯町大磯868,理事長 小川 正夫,1953,,,,,
2024-08-01,学校法人聖マリアの無原罪学園,公社・官公庁・学校・研究施設,求人なし,岐阜県岐阜市福富201,理事長 玉腰 久美子,1963,,,,"2,351 百万円",
2024-08-01,学校法人千葉黎明学園,公社・官公庁・学校・研究施設,求人なし,千葉県八街市八街ほ625,理事長 西村 清,1948,,,,"1,507 百万円",
2024-08-01,学校法人専修大学松戸高等学校,公社・官公庁・学校・研究施設,求人なし,千葉県松戸市上本郷2-3621,理事長 富山 尚徳,1960,,,,,
2024-08-01,学校法人泉州学園,公社・官公庁・学校・研究施設,求人なし,大阪府岸和田市内畑町3558,理事長 佐々木 敏昭,1973,,,,"1,640 百万円",
2024-08-01,学校法人創価学園,公社・官公庁・学校・研究施設,求人なし,東京都小平市小川町1-891-22,理事長 谷川 佳樹,1967,,,,"113,131 百万円",
2024-08-01,学校法人村田学園,公社・官公庁・学校・研究施設,求人なし,東京都文京区本駒込2-29-1,理事長 大橋 節子,1943,,,,"9,770 百万円",
2024-08-01,学校法人大阪ＹＭＣＡ,公社・官公庁・学校・研究施設,無,大阪府大阪市西区土佐堀1-5-6,,1954,,,,"3,531 百万円",
2024-08-01,学校法人浪速学院,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市住吉区山之内2-13-57,理事長 木村 智彦,1951,,,,"8,206 百万円",
2024-08-01,学校法人大阪歯科大学,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市中央区大手前1-5-17,理事長 川添 堯彬,1917,,,,,
2024-08-01,学校法人大商学園,公社・官公庁・学校・研究施設,求人なし,大阪府豊中市利倉東1-2-1,理事長 村田 陽,1920,,,,"5,905 百万円",
2024-08-01,学校法人大西学園,公社・官公庁・学校・研究施設,求人なし,神奈川県川崎市中原区小杉町2-284,理事長 大西 浩,1942,,,,"6,369 百万円",
2024-08-01,学校法人大彦学園,公社・官公庁・学校・研究施設,求人なし,新潟県新潟市中央区南長潟21-1,理事長 池田 祥護,2001,,,,"3,536 百万円",
2024-08-01,学校法人鎮西学園,公社・官公庁・学校・研究施設,求人なし,熊本県熊本市中央区九品寺3-1-1,理事長 上田 祐規,1947,,,,"3,875 百万円",
2024-08-01,学校法人土浦日本大学学園,公社・官公庁・学校・研究施設,求人なし,茨城県土浦市小松ケ丘町4-46,理事長 佐藤 豊,1951,,,,,
2024-08-01,学校法人東海学園,公社・官公庁・学校・研究施設,無,愛知県名古屋市東区筒井1-2-35,理事長 袖山 榮眞,1931,,,,"29,984 百万円",
2024-08-01,学校法人東海大学甲府学園,公社・官公庁・学校・研究施設,求人なし,山梨県甲府市金竹町1-1,理事長 遠藤 武人,1950,,,,,
2024-08-01,学校法人東洋食品工業短期大学,公社・官公庁・学校・研究施設,求人なし,兵庫県川西市南花屋敷4-23-2,学長 千本 克己,1961,,,,"8,880 百万円",
2024-08-01,学校法人藤園学園,公社・官公庁・学校・研究施設,求人なし,富山県富山市赤江町2-10,理事長 熊本 義秀,1939,,,,"3,174 百万円",
2024-08-01,学校法人奈良育英学園,公社・官公庁・学校・研究施設,求人なし,奈良県奈良市法蓮町1000,理事長 藤井 宣夫,1944,,,,,
2024-08-01,学校法人目黒日本大学学園,公社・官公庁・学校・研究施設,求人なし,東京都目黒区目黒1-6-15,理事長 小梛 治宣,1942,,,,"4,774 百万円",
2024-08-01,学校法人日本大学第一学園,公社・官公庁・学校・研究施設,求人なし,東京都墨田区横網1-5-2,理事長 加納 誠,1946,,,,"16,567 百万円",
2024-08-01,学校法人尾関学園,公社・官公庁・学校・研究施設,求人なし,愛知県豊田市美里4-3-2,理事長 尾関 俊長,1976,,,,"3,724 百万円",
2024-08-01,学校法人尾張学園,公社・官公庁・学校・研究施設,求人なし,愛知県豊田市保見町南山1,理事長 藤井 正芳,1944,,,,,
2024-08-01,学校法人尾道学園,公社・官公庁・学校・研究施設,求人なし,広島県尾道市向島町5548-10,理事長 加藤 晴彦,1956,,,,"2,837 百万円",
2024-08-01,学校法人浜松海の星学院,公社・官公庁・学校・研究施設,求人なし,静岡県浜松市中央区蜆塚3-14-1,理事長 北脇 保之,1956,,,,,
2024-08-01,学校法人名工学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区円上町22-38,理事長 林 文敏,1929,,,,"8,792 百万円",
2024-08-01,学校法人明治薬科大学,公社・官公庁・学校・研究施設,無,東京都清瀬市野塩2-522-1,理事長 佐川 賢一,1920,,,,"47,883 百万円",
2024-08-01,学校法人明星学園,公社・官公庁・学校・研究施設,求人なし,東京都三鷹市井の頭5-7-7,理事長 平田 和孝,1928,,,,"3,688 百万円",
2024-08-01,学校法人横浜清風学園,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市保土ケ谷区岩井町447,理事長 藤井 義章,1946,,,,"5,919 百万円",
2024-08-01,学校法人柳城学院,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区明月町2-54,理事長 菊地 伸二,1953,,,,"3,664 百万円",
2024-08-01,学校法人幼き聖マリア女子学園,公社・官公庁・学校・研究施設,求人なし,愛知県瀬戸市西長根町137,理事長 ザノッティ・フランチェスカ・ワンダ,1962,,,,"1,169 百万円",
2024-08-01,学校法人翔洋学園,公社・官公庁・学校・研究施設,求人なし,茨城県日立市大みか町4-1-3,理事長 佐藤 睦美,2000,,,,364 百万円,
2024-08-01,学校法人頌栄女子学院,公社・官公庁・学校・研究施設,求人なし,東京都港区白金台2-26-5,理事長 岡見 清明,1922,,,,"10,139 百万円",
2024-08-01,学校法人池坊学園,公社・官公庁・学校・研究施設,求人なし,京都府京都市下京区室町通四条下る鶏鉾町491,理事長 池坊 美佳,1952,,,,"7,194 百万円",
2024-08-01,学校法人長戸路学園,公社・官公庁・学校・研究施設,求人なし,千葉県匝瑳市八日市場ロ390,理事長 黒須 健治,1951,,,,"3,157 百万円",
2024-08-01,学校法人ソニー学園,公社・官公庁・学校・研究施設,求人なし,神奈川県厚木市温水428,理事長 髙野瀬 一晃,1964,,,,"9,245 百万円",
2024-08-01,学校法人つくば開成学園,公社・官公庁・学校・研究施設,無,茨城県牛久市柏田町3315-10,理事長 糸賀 修,2003,,,,"2,161 百万円",
2024-08-01,学校法人銀杏学園,公社・官公庁・学校・研究施設,求人なし,熊本県熊本市北区和泉町325,理事長 木下 統晴,1968,,,,"8,366 百万円",
2024-08-01,学校法人高田学苑,公社・官公庁・学校・研究施設,求人なし,三重県津市大里窪田町2865-1,理事長 髙臣 文祥,1922,,,,"7,623 百万円",
2024-08-01,学校法人城西川越学園,公社・官公庁・学校・研究施設,求人なし,埼玉県川越市大字山田1042,理事長 成田 洋子（新藤 洋子）,1972,,,,,
2024-08-01,学校法人明泉学園,公社・官公庁・学校・研究施設,求人なし,東京都町田市三輪町13-1135,理事長 百瀬 義貴,1944,,,,"17,404 百万円",
2024-08-01,学校法人真宗大谷学園,公社・官公庁・学校・研究施設,求人なし,京都府京都市下京区烏丸通七条上る常葉町真宗大谷派宗務所内,理事長 木越 渉,1922,,,,"46,202 百万円",
2024-08-01,学校法人長野日本大学学園,公社・官公庁・学校・研究施設,求人なし,長野県長野市大字東和田253,,1959,,,,"10,047 百万円",
2024-08-01,学校法人古河コア学園,公社・官公庁・学校・研究施設,求人なし,茨城県古河市中央町1-10-10,理事長 小林 聖敬,1987,,,,126 百万円,
2024-08-01,河野新素材開発株式会社,公社・官公庁・学校・研究施設,求人なし,愛媛県松山市祝谷3-5-12,代表取締役 河野 剛,1995,,,,10 百万円,
2024-08-01,株式会社らいむ,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市港北区新横浜3-6-12日総第12ビル 5Ｆ,代表取締役 若山 祥夫,1998,,,,10 百万円,
2024-08-01,Ｎ－ＭＥネイルアカデミー株式会社,公社・官公庁・学校・研究施設,求人なし,千葉県市川市八幡3-1-18,代表取締役 佐々木 秀司,2003,,,,10 百万円,
2024-08-01,長野県千曲市役所,公社・官公庁・学校・研究施設,求人なし,長野県千曲市杭瀬下2-1,市長 小川 修一,,,,,,
2024-08-01,石川県庁,公社・官公庁・学校・研究施設,無,石川県金沢市鞍月1-1,知事 馳 浩,,,,,,
2024-08-01,一般社団法人中部航空宇宙産業センター,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中区栄2-9-26ポーラ名古屋ビル 10Ｆ,代表理事 水野 明久,1993,,,,,
2024-08-01,自衛隊千葉地方協力本部,公社・官公庁・学校・研究施設,無,千葉県千葉市稲毛区轟町1-1-17,,,,,,,
2024-08-01,山梨県南アルプス市役所,公社・官公庁・学校・研究施設,求人なし,山梨県南アルプス市小笠原376,市長 金丸 一元,,,,,,
2024-08-01,長野県庁,公社・官公庁・学校・研究施設,無,長野県長野市大字南長野字幅下692-2,知事 阿部 守一,,,,,,
2024-08-01,学校法人葵学園,公社・官公庁・学校・研究施設,求人なし,埼玉県上尾市井戸木2-2-1,,2000,,,,,
2024-08-01,学校法人城西医療学園,公社・官公庁・学校・研究施設,求人なし,埼玉県入間郡毛呂山町大字下川原1276,理事長 新藤 宣夫,2003,,,,"5,730 百万円",
2024-08-01,学校法人日建千葉学園,公社・官公庁・学校・研究施設,求人なし,千葉県千葉市中央区新千葉2-20-1,理事長 栗田 秀子,1997,,,,192 百万円,
2024-08-01,学校法人豊野学園,公社・官公庁・学校・研究施設,求人なし,長野県長野市豊野町豊野1344,理事長 山岸 建文,1986,,,,65 百万円,
2024-08-01,学校法人四徳学園,公社・官公庁・学校・研究施設,求人なし,長野県長野市川中島町今井原11-1,理事長 北澤 俊美,2001,,,,"1,445 百万円",
2024-08-01,学校法人誠広学園,公社・官公庁・学校・研究施設,求人なし,岐阜県岐阜市黒野182,理事長 平野 智久,1991,,,,"3,038 百万円",
2024-08-01,学校法人シモゾノ学園,公社・官公庁・学校・研究施設,求人なし,東京都世田谷区上馬4-3-2,理事長 下薗 惠子,1997,,,,"4,516 百万円",
2024-08-01,学校法人ＹＳＥ学園,その他・各種スクール,無,神奈川県横浜市旭区東希望が丘128-4,理事長 杉山 勝巳,1992,,,,975 百万円,
2024-08-01,学校法人鴻池学院,公社・官公庁・学校・研究施設,求人なし,大阪府東大阪市西鴻池町1-5-4,理事長 杉木 浩子,1954,,,,"1,076 百万円",
2024-08-01,学校法人辻本学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市天王寺区堀越町4-24,,1969,,,,,
2024-08-01,学校法人西口学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市福島区吉野4-13-4,理事長 西口 英和,1967,,,,,
2024-08-01,学校法人森島学園,公社・官公庁・学校・研究施設,求人なし,静岡県浜松市浜名区貴布祢232-3,理事長 森島 康之,2001,,,,454 百万円,
2024-08-01,学校法人たちばな学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中区丸の内2-6-4,理事長 中島 範,1991,,,,"1,620 百万円",
2024-08-01,学校法人敬道学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中村区黄金通1-16,理事長 牧野 健介,1991,,,,"2,081 百万円",
2024-08-01,学校法人珪山学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中村区若宮町2-14,理事長 鵜飼 敦子,1996,,,,,
2024-08-01,学校法人グラムール学院,公社・官公庁・学校・研究施設,無,大阪府大阪市浪速区難波中1-4-4,理事長 菊池 笑子,1994,,,,"1,815 百万円",
2024-08-01,学校法人岡村学園,公社・官公庁・学校・研究施設,求人なし,大阪府大阪市平野区喜連西4-7-15,理事長 岡村 雅央,1987,,,,"1,143 百万円",
2024-08-01,学校法人利他学園,公社・官公庁・学校・研究施設,求人なし,香川県仲多度郡多度津町西浜12-44,理事長 今井 真路,1968,,,,,
2024-08-01,学校法人兵庫科学技術学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市長田区林山町27-1,理事長 田畑 利彦,1989,,,,"3,992 百万円",
2024-08-01,学校法人鶏鳴学園,公社・官公庁・学校・研究施設,求人なし,鳥取県鳥取市湖山町西2-228,理事長 横井 司朗,1963,,,,,
2024-08-01,学校法人平成学園,公社・官公庁・学校・研究施設,求人なし,宮崎県宮崎市大塚町地蔵田4678,理事長 常盤 眞知子,1990,,,,,
2024-08-01,学校法人協栄学園,公社・官公庁・学校・研究施設,求人なし,三重県伊勢市一之木4-15-14,理事長 服部 尚,1964,,,,,
2024-08-01,学校法人トヨタ神戸整備学園,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市西区学園東町4-1,理事長 横山 裕行,1992,,,,"14,678 百万円",
2024-08-01,群馬県庁,公社・官公庁・学校・研究施設,無,群馬県前橋市大手町1-1-1,知事 山本 一太,2001,,,,,
2024-08-01,岩手県庁,公社・官公庁・学校・研究施設,無,岩手県盛岡市内丸10-1,知事 達増 拓也,2001,,,,,
2024-08-01,福井県庁,公社・官公庁・学校・研究施設,無,福井県福井市大手3-17-1,知事 杉本 達治,2001,,,,,
2024-08-01,社会福祉法人栃の子福祉会,公社・官公庁・学校・研究施設,無,栃木県宇都宮市上桑島町1310-14,理事長 阿久津 清美,1979,,,,214 百万円,
2024-08-01,学校法人笠川学園,公社・官公庁・学校・研究施設,求人なし,千葉県千葉市稲毛区園生町956-6,理事長 笠川 正和,1985,,,,949 百万円,
