更新日,名称,業界(小分類),求人有無,所在地,代表者,設立,平均年齢,従業員数,企業URL,資本金,事業内容
2024-08-01,社会福祉法人有松幼睦園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市緑区鳴海町字有松裏138第1,理事長 兼岩 春臣,1971,,,,115 百万円,
2024-08-01,社会福祉法人池内福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区明月町3-6-2,理事長 丹下 由紀子,1976,,,,934 百万円,
2024-08-01,社会福祉法人栄寿福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中川区下之一色町字中ノ切4,理事長 寿台 順章,1980,,,,512 百万円,
2024-08-01,社会福祉法人叡徳福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市西区天塚町1-28,理事長 西村 直美,1988,,,,325 百万円,
2024-08-01,社会福祉法人三祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市港区宝神3-1401,理事長 後藤 のり子,1979,,,,278 百万円,
2024-08-01,社会福祉法人志の波会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市千種区今池南12-3,理事長 中野 雅司,1985,,,,457 百万円,
2024-08-01,社会福祉法人親和会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市港区本宮町3-18,理事長 加藤 雅明,1980,,,,,
2024-08-01,社会福祉法人ちくさ学園,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市千種区下方町3-3,理事長 平岩 恭子,1976,,,,326 百万円,
2024-08-01,社会福祉法人天白福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市天白区平針1-1808,,1973,,,,327 百万円,
2024-08-01,社会福祉法人鳴海福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市緑区滝ノ水1-301,理事長 近藤 俊光,1981,,,,530 百万円,
2024-08-01,社会福祉法人白山松栄会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市昭和区塩付通6-3,理事長 紅村 京子,2000,,,,157 百万円,
2024-08-01,社会福祉法人白山福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市守山区小幡中1-13-8,理事長 松本 賢一,1977,,,,593 百万円,
2024-08-01,社会福祉法人白馬福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市北区中切町2-64-1,理事長 遠藤 友彦,1979,,,,,
2024-08-01,社会福祉法人昌巳福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市緑区尾崎山1-609,理事長 近藤 得男,1980,,,,150 百万円,
2024-08-01,社会福祉法人緑の丘福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市千種区仁座町120,理事長 竹谷 裕之,1976,,,,453 百万円,
2024-08-01,社会福祉法人みなみ福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市南区笠寺町字大門63,理事長 近藤 敏矢,1978,,,,477 百万円,
2024-08-01,社会福祉法人明星会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市熱田区明野町10-11,理事長 三浦 馨,1980,,,,380 百万円,
2024-08-01,社会福祉法人萌木会,公社・官公庁・学校・研究施設,求人なし,埼玉県さいたま市南区太田窪4-17-7,理事長 田村 幸枝,2002,,,,74 百万円,
2024-08-01,社会福祉法人福進福祉会,公社・官公庁・学校・研究施設,求人なし,兵庫県尼崎市武庫之荘本町3-22-22,理事長 西村 隆昭,1981,,,,310 百万円,
2024-08-01,社会福祉法人学が丘福祉会,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市垂水区学が丘4-9-10,理事長 箕浦 純子,1979,,,,133 百万円,
2024-08-01,社会福祉法人わかば園,公社・官公庁・学校・研究施設,求人なし,京都府京都市上京区東三本木通丸太町上る上之町488,理事長 吉岡 竜良,1973,,,,526 百万円,
2024-08-01,社会福祉法人白ばら学園,公社・官公庁・学校・研究施設,無,大阪府守口市藤田町5-2-5,理事長 浅井 俊樹,1968,,,,140 百万円,
2024-08-01,社会福祉法人松井ケ丘福祉会,公社・官公庁・学校・研究施設,求人なし,京都府京田辺市山手東2-2-7,理事長 岡﨑 英和,1979,,,,974 百万円,
2024-08-01,社会福祉法人和光福祉会,公社・官公庁・学校・研究施設,求人なし,大阪府泉南郡熊取町朝代東4-22-12,理事長 平川 輝子,1984,,,,511 百万円,
2024-08-01,社会福祉法人立青福祉会,公社・官公庁・学校・研究施設,求人なし,大阪府松原市松ケ丘3-845,理事長 浦野 迪子,2005,,,,931 百万円,
2024-08-01,社会福祉法人仁成会,その他・各種スクール,無,神奈川県横浜市港北区綱島西2-15-8,理事長 生稲 精子,1994,,,,"1,163 百万円",
2024-08-01,社会福祉法人小桜会,公社・官公庁・学校・研究施設,無,神奈川県横浜市青葉区あざみ野1-32-6,理事長 工藤 隆司,1964,,,,861 百万円,
2024-08-01,社会福祉法人大野台保育園,公社・官公庁・学校・研究施設,求人なし,神奈川県相模原市南区大野台4-3-20,,1972,,,,444 百万円,
2024-08-01,社会福祉法人相武台福祉会,公社・官公庁・学校・研究施設,無,神奈川県相模原市南区新磯野3-22-15,理事長 川﨑 滋,1972,,,,965 百万円,
2024-08-01,社会福祉法人小野ひまわり保育所,公社・官公庁・学校・研究施設,求人なし,兵庫県小野市広渡町66,理事長 小東 正敏,1973,,,,116 百万円,
2024-08-01,社会福祉法人東光会,公社・官公庁・学校・研究施設,求人なし,愛知県大府市共和町5-183,理事長 中村 佳世子,1980,,,,124 百万円,
2024-08-01,鹿児島県曽於市役所,公社・官公庁・学校・研究施設,求人なし,鹿児島県曽於市末吉町二之方1980,市長 五位塚 剛,2005,,,,,
2024-08-01,愛知県清須市役所,公社・官公庁・学校・研究施設,求人なし,愛知県清須市須ケ口1238,市長 永田 純夫,2005,,,,,
2024-08-01,社会福祉法人惟信福祉会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市港区惟信町2-28-1,理事長 宮﨑 尚弘,1977,,,,164 百万円,
2024-08-01,社会福祉法人立正学園,公社・官公庁・学校・研究施設,求人なし,兵庫県加古川市八幡町野村617-4,理事長 藤本 邦憲,1958,,,,468 百万円,
2024-08-01,全国知事会,公社・官公庁・学校・研究施設,求人なし,東京都千代田区平河町2-6-3都道府県会館 6Ｆ,,1947,,,,,
2024-08-01,宗教法人宗福寺,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市熱田区一番1-19-3,代表役員 山田 碩道,1953,,,,,
2024-08-01,国立研究開発法人日本原子力研究開発機構,公社・官公庁・学校・研究施設,求人なし,茨城県那珂郡東海村大字舟石川765-1,理事長 小口 正範,2005,,,,"819,957 百万円",
2024-08-01,公立大学法人岩手県立大学,公社・官公庁・学校・研究施設,求人なし,岩手県滝沢市巣子152-52,学長 鈴木 厚人,2005,,,,"32,679 百万円",
2024-08-01,公立大学法人国際教養大学,公社・官公庁・学校・研究施設,求人なし,秋田県秋田市雄和椿川字奥椿岱193-2,理事長 鈴木 典比古,2004,,,,"1,897 百万円",
2024-08-01,東京都公立大学法人,公社・官公庁・学校・研究施設,無,東京都新宿区西新宿2-3-1,理事長 山本 良一,2005,,,,"147,930 百万円",
2024-08-01,新潟県胎内市役所,公社・官公庁・学校・研究施設,求人なし,新潟県胎内市新和町2-10,市長 井畑 明彦,,,,,,
2024-08-01,茨城県行方市役所,公社・官公庁・学校・研究施設,求人なし,茨城県行方市麻生1561-9,市長 鈴木 周也,,,,,,
2024-08-01,秋田県仙北市役所,公社・官公庁・学校・研究施設,求人なし,秋田県仙北市田沢湖生保内字宮ノ後30,市長 田口 知明,,,,,,
2024-08-01,宮城県南三陸町役場,公社・官公庁・学校・研究施設,無,宮城県本吉郡南三陸町志津川字沼田101,町長 佐藤 仁,,,,,,
2024-08-01,秋田県にかほ市役所,公社・官公庁・学校・研究施設,求人なし,秋田県にかほ市象潟町字浜ノ田1,市長 市川 雄次,,,,,,
2024-08-01,公立大学法人横浜市立大学,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市金沢区瀬戸22-2,理事長 小山内 いづ美,2005,,,,"19,047 百万円",
2024-08-01,茨城県桜川市役所,公社・官公庁・学校・研究施設,求人なし,茨城県桜川市羽田1023,市長 大塚 秀喜,,,,,,
2024-08-01,栃木県那須烏山市役所,公社・官公庁・学校・研究施設,求人なし,栃木県那須烏山市中央1-1-1,市長 川俣 純子,,,,,,
2024-08-01,栃木県那珂川町役場,公社・官公庁・学校・研究施設,求人なし,栃木県那須郡那珂川町馬頭555,町長 福島 泰夫,,,,,,
2024-08-01,群馬県みなかみ町役場,公社・官公庁・学校・研究施設,求人なし,群馬県利根郡みなかみ町後閑318,町長 阿部 賢一,,,,,,
2024-08-01,埼玉県ふじみ野市役所,公社・官公庁・学校・研究施設,求人なし,埼玉県ふじみ野市福岡1-1-1,市長 高畑 博,,,,,,
2024-08-01,福井県越前市役所,公社・官公庁・学校・研究施設,求人なし,福井県越前市府中1-13-7,市長 山田 賢一,,,,,,
2024-08-01,山梨県市川三郷町役場,公社・官公庁・学校・研究施設,求人なし,山梨県西八代郡市川三郷町市川大門1790-3,町長 久保 眞一,,,,,,
2024-08-01,長野県安曇野市役所,公社・官公庁・学校・研究施設,求人なし,長野県安曇野市豊科6000,市長 太田 寛,,,,,,
2024-08-01,長野県飯綱町役場,公社・官公庁・学校・研究施設,求人なし,長野県上水内郡飯綱町大字牟礼2795-1,町長 峯村 勝盛,,,,,,
2024-08-01,兵庫県新温泉町役場,公社・官公庁・学校・研究施設,求人なし,兵庫県美方郡新温泉町浜坂2673-1,町長 西村 銀三,,,,,,
2024-08-01,長崎県雲仙市役所,公社・官公庁・学校・研究施設,求人なし,長崎県雲仙市吾妻町牛口名714,市長 金澤 秀三郎,,,,,,
2024-08-01,静岡県牧之原市役所,公社・官公庁・学校・研究施設,求人なし,静岡県牧之原市静波447-1,市長 杉本 基久雄,,,,,,
2024-08-01,茨城県鉾田市役所,公社・官公庁・学校・研究施設,求人なし,茨城県鉾田市鉾田1444-1,市長 岸田 一夫,,,,,,
2024-08-01,沖縄県宮古島市役所,公社・官公庁・学校・研究施設,求人なし,沖縄県宮古島市平良字西里1140,市長 座喜味 一幸,,,,,,
2024-08-01,公立大学法人北九州市立大学,公社・官公庁・学校・研究施設,求人なし,福岡県北九州市小倉南区北方4-2-1,理事長 津田 純嗣,2005,,,,"18,300 百万円",
2024-08-01,富山県射水市役所,公社・官公庁・学校・研究施設,求人なし,富山県射水市新開発410-1,市長 夏野 元志,,,,,,
2024-08-01,山梨県甲州市役所,公社・官公庁・学校・研究施設,求人なし,山梨県甲州市塩山上於曽1085-1,市長 鈴木 幹夫,,,,,,
2024-08-01,長野県木曽町役場,公社・官公庁・学校・研究施設,求人なし,長野県木曽郡木曽町福島2326-6,町長 原 久仁男,,,,,,
2024-08-01,香港経済貿易代表部,公社・官公庁・学校・研究施設,求人なし,東京都千代田区三番町30-1香港経済貿易代表部ビル,,,,,,,
2024-08-01,兵庫県神河町役場,公社・官公庁・学校・研究施設,求人なし,兵庫県神崎郡神河町寺前64,町長 山名 宗悟,,,,,,
2024-08-01,和歌山県紀の川市役所,公社・官公庁・学校・研究施設,求人なし,和歌山県紀の川市西大井338,市長 岸本 健,,,,,,
2024-08-01,鹿児島県霧島市役所,公社・官公庁・学校・研究施設,求人なし,鹿児島県霧島市国分中央3-45-1,市長 中重 真一,,,,,,
2024-08-01,千葉県いすみ市役所,公社・官公庁・学校・研究施設,求人なし,千葉県いすみ市大原7400-1,市長 太田 洋,,,,,,
2024-08-01,公益社団法人北海道森と緑の会,公社・官公庁・学校・研究施設,求人なし,北海道札幌市中央区北三条西7-1北海道水産ビル 6Ｆ,代表理事 山谷 吉宏,1968,,,,,
2024-08-01,福島県伊達市役所,公社・官公庁・学校・研究施設,求人なし,福島県伊達市保原町字舟橋180,市長 須田 博行,,,,,,
2024-08-01,福島県南相馬市役所,公社・官公庁・学校・研究施設,求人なし,福島県南相馬市原町区本町2-27,市長 門馬 和夫,,,,,,
2024-08-01,茨城県常総市役所,公社・官公庁・学校・研究施設,求人なし,茨城県常総市水海道諏訪町3222-3,市長 神達 岳志,,,,,,
2024-08-01,京都府南丹市役所,公社・官公庁・学校・研究施設,求人なし,京都府南丹市園部町小桜町47,市長 西村 良平,,,,,,
2024-08-01,奈良県宇陀市役所,公社・官公庁・学校・研究施設,求人なし,奈良県宇陀市榛原下井足17-3,市長 金剛 一智,,,,,,
2024-08-01,和歌山県紀美野町役場,公社・官公庁・学校・研究施設,求人なし,和歌山県海草郡紀美野町動木287,町長 寺本 光嘉,,,,,,
2024-08-01,和歌山県有田川町役場,公社・官公庁・学校・研究施設,求人なし,和歌山県有田郡有田川町大字下津野2018-4,町長 中山 正隆,,,,,,
2024-08-01,佐賀県嬉野市役所,公社・官公庁・学校・研究施設,求人なし,佐賀県嬉野市塩田町大字馬場下甲1769,市長 村上 大祐,,,,,,
2024-08-01,鹿児島県志布志市役所,公社・官公庁・学校・研究施設,求人なし,鹿児島県志布志市志布志町志布志2-1-1,市長 下平 晴行,,,,,,
2024-08-01,福岡県築上町役場,公社・官公庁・学校・研究施設,求人なし,福岡県築上郡築上町大字椎田891-2,町長 新川 久三,,,,,,
2024-08-01,栃木県下野市役所,公社・官公庁・学校・研究施設,求人なし,栃木県下野市笹原26,市長 坂村 哲也,,,,,,
2024-08-01,千葉県匝瑳市役所,公社・官公庁・学校・研究施設,求人なし,千葉県匝瑳市八日市場ハ793-2,市長 宮内 康幸,,,,,,
2024-08-01,北海道北斗市役所,公社・官公庁・学校・研究施設,求人なし,北海道北斗市中央1-3-10,市長 池田 達雄,,,,,,
2024-08-01,埼玉県ときがわ町役場,公社・官公庁・学校・研究施設,求人なし,埼玉県比企郡ときがわ町大字玉川2490,町長 渡邉 一美,,,,,,
2024-08-01,岩手県奥州市役所,公社・官公庁・学校・研究施設,求人なし,岩手県奥州市水沢大手町1-1,市長 倉成 淳,,,,,,
2024-08-01,山梨県中央市役所,公社・官公庁・学校・研究施設,求人なし,山梨県中央市臼井阿原301-1,市長 望月 智,,,,,,
2024-08-01,京都府与謝野町役場,公社・官公庁・学校・研究施設,求人なし,京都府与謝郡与謝野町字岩滝1798-1,町長 山添 藤真,,,,,,
2024-08-01,秋田県三種町役場,公社・官公庁・学校・研究施設,求人なし,秋田県山本郡三種町鵜川字岩谷子8,町長 田川 政幸,,,,,,
2024-08-01,千葉県南房総市役所,公社・官公庁・学校・研究施設,求人なし,千葉県南房総市富浦町青木28,市長 石井 裕,,,,,,
2024-08-01,福井県坂井市役所,公社・官公庁・学校・研究施設,求人なし,福井県坂井市坂井町下新庄1-1,市長 池田 禎孝,,,,,,
2024-08-01,高知県四万十町役場,公社・官公庁・学校・研究施設,求人なし,高知県高岡郡四万十町琴平町16-17,町長 中尾 博憲,,,,,,
2024-08-01,福岡県朝倉市役所,公社・官公庁・学校・研究施設,求人なし,福岡県朝倉市菩提寺412-2,市長 林 裕二,,,,,,
2024-08-01,愛知県北名古屋市役所,公社・官公庁・学校・研究施設,求人なし,愛知県北名古屋市西之保清水田15,市長 太田 考則,,,,,,
2024-08-01,福岡県みやこ町役場,公社・官公庁・学校・研究施設,求人なし,福岡県京都郡みやこ町勝山上田960,町長 井上 幸春,,,,,,
2024-08-01,北海道むかわ町役場,公社・官公庁・学校・研究施設,求人なし,北海道勇払郡むかわ町美幸2-88,町長 竹中 喜之,,,,,,
2024-08-01,秋田県八峰町役場,公社・官公庁・学校・研究施設,求人なし,秋田県山本郡八峰町峰浜目名潟字目長田118,町長 森田 新一郎,,,,,,
2024-08-01,茨城県つくばみらい市役所,公社・官公庁・学校・研究施設,求人なし,茨城県つくばみらい市福田195,市長 小田川 浩,,,,,,
2024-08-01,茨城県小美玉市役所,公社・官公庁・学校・研究施設,求人なし,茨城県小美玉市堅倉835,市長 島田 幸三,,,,,,
2024-08-01,群馬県東吾妻町役場,公社・官公庁・学校・研究施設,求人なし,群馬県吾妻郡東吾妻町大字原町1046,町長 中澤 恒喜,,,,,,
2024-08-01,群馬県みどり市役所,公社・官公庁・学校・研究施設,求人なし,群馬県みどり市笠懸町鹿2952,市長 須藤 昭男,,,,,,
2024-08-01,千葉県香取市役所,公社・官公庁・学校・研究施設,求人なし,千葉県香取市佐原ロ2127,市長 伊藤 友則,,,,,,
2024-08-01,千葉県山武市役所,公社・官公庁・学校・研究施設,求人なし,千葉県山武市殿台296,市長 松下 浩明,,,,,,
2024-08-01,千葉県横芝光町役場,公社・官公庁・学校・研究施設,求人なし,千葉県山武郡横芝光町宮川11902,町長 佐藤 晴彦,,,,,,
2024-08-01,宮城県大崎市役所,公社・官公庁・学校・研究施設,求人なし,宮城県大崎市古川七日町1-1,市長 伊藤 康志,,,,,,
2024-08-01,福岡県嘉麻市役所,公社・官公庁・学校・研究施設,無,福岡県嘉麻市岩崎1180-1,市長 赤間 幸弘,,,,,,
2024-08-01,長崎県南島原市役所,公社・官公庁・学校・研究施設,求人なし,長崎県南島原市西有家町里坊96-2,市長 松本 政博,,,,,,
2024-08-01,大分県国東市役所,公社・官公庁・学校・研究施設,求人なし,大分県国東市国東町鶴川149,市長 松井 督治,,,,,,
2024-08-01,学校法人東京ＹＭＣＡ学院,公社・官公庁・学校・研究施設,求人なし,東京都江東区石島3-15,理事長 若槻 史郎,1981,,,,"2,142 百万円",
2024-08-01,学校法人光産業創成大学院大学,公社・官公庁・学校・研究施設,求人なし,静岡県浜松市中央区呉松町1955-1,理事長 晝馬 明,2004,,,,"1,905 百万円",
2024-08-01,学校法人研伸学園,公社・官公庁・学校・研究施設,求人なし,愛知県一宮市常願通5-4,理事長 伊藤 伸一,2003,,,,"2,057 百万円",
2024-08-01,海山川里株式会社,公社・官公庁・学校・研究施設,求人なし,兵庫県神戸市灘区日尾町3-2-191号,代表取締役 大塚 正純,2006,,,,3 百万円,
2024-08-01,ソルーション株式会社,公社・官公庁・学校・研究施設,求人なし,東京都小金井市中町2-24-16農工大・多摩小金井ベンチャーポート 104,代表取締役 青木 崇,2006,,,,10 百万円,
2024-08-01,公立大学法人札幌市立大学,公社・官公庁・学校・研究施設,求人なし,北海道札幌市南区芸術の森1,理事長 中島 秀之,2006,,,,"8,210 百万円",
2024-08-01,学校法人ＳＢＣ東京医療大学,公社・官公庁・学校・研究施設,求人なし,千葉県浦安市明海5-8-1,理事長 了德寺健二,2005,,,,"2,422 百万円",
2024-08-01,学校法人関西看護医療大学,公社・官公庁・学校・研究施設,求人なし,兵庫県淡路市志筑1456-4,理事長 栗原 英治,2005,,,,"2,534 百万円",
2024-08-01,ユーロフィンＱＫＥＮ株式会社,公社・官公庁・学校・研究施設,求人なし,福岡県宗像市王丸411-1,代表取締役 近江 拓一郎,2003,,,,10 百万円,
2024-08-01,株式会社バイオシス・テクノロジーズ,公社・官公庁・学校・研究施設,求人なし,東京都目黒区中根2-13-18文保堂ビル 5Ｆ,代表取締役 板東 泰彦,2006,,,,5 百万円,
2024-08-01,インビボサイエンス株式会社,公社・官公庁・学校・研究施設,求人なし,東京都目黒区東山1-2-7,代表取締役 吉村 公志,2006,,,,12 百万円,
2024-08-01,株式会社ビューティアンドヘルスリサーチ,公社・官公庁・学校・研究施設,求人なし,東京都新宿区西新宿4-2-18西新宿浅井ビル 4Ｆ,代表取締役 倉持 正博,2006,,,,10 百万円,
2024-08-01,社会福祉法人中日会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市中区丸の内3-8-14,理事長 山田 茂樹,2004,,,,760 百万円,
2024-08-01,社会福祉法人聖光会,公社・官公庁・学校・研究施設,無,東京都武蔵村山市三ツ藤3-36-10,理事長 石川 雅昭,2006,,,,"1,579 百万円",
2024-08-01,社会福祉法人後人社,公社・官公庁・学校・研究施設,求人なし,静岡県静岡市駿河区西脇636,理事長 佐藤 徹郎,1969,,,,746 百万円,
2024-08-01,社会福祉法人みのりの会,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市千種区山添町1-75-2,理事長 松浦 英壽,2003,,,,292 百万円,
2024-08-01,北上市雇用対策協議会,公社・官公庁・学校・研究施設,求人なし,岩手県北上市芳町1-1,,,,,,,
2024-08-01,学校法人海陽学園,公社・官公庁・学校・研究施設,求人なし,愛知県蒲郡市海陽町3-12-1,理事長 葛西 敬之,2006,,,,,
2024-08-01,福岡県みやま市役所,公社・官公庁・学校・研究施設,求人なし,福岡県みやま市瀬高町小川5,市長 松嶋 盛人,,,,,,
2024-08-01,名古屋港管理組合,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市港区港町1-11,,,,,,,
2024-08-01,株式会社ツツミプランニング,化粧品メーカー,求人なし,福岡県福岡市中央区白金1-6-4,代表取締役 生田 徹,1998,,,,10 百万円,
2024-08-01,特定非営利活動法人ノエル,公社・官公庁・学校・研究施設,求人なし,神奈川県横浜市港北区大倉山3-41-17,理事 大山 房子,2003,,,,125 百万円,
2024-08-01,特定非営利活動法人柏市インフォメーション協会,公社・官公庁・学校・研究施設,求人なし,千葉県柏市中央2-12-12リキハウス Ａ号,理事 市村 日出夫,2003,,,,,
2024-08-01,特定非営利活動法人保育サービスひまわりママ,公社・官公庁・学校・研究施設,求人なし,東京都武蔵野市西久保2-3-13第三山下ビル 202,理事 秋山 優子,1999,,,,43 百万円,
2024-08-01,特定非営利活動法人ケンパ・ラーニング・コミュニティ協会,公社・官公庁・学校・研究施設,求人なし,東京都三鷹市井の頭2-14-6,理事 和久津 肇,1999,,,,51 百万円,
2024-08-01,特定非営利活動法人昭島ひよこ教室,公社・官公庁・学校・研究施設,求人なし,東京都昭島市田中町4-2-1506,理事 佐藤 直,2003,,,,,
2024-08-01,特定非営利活動法人ＫＯＴＯともそだちネット,公社・官公庁・学校・研究施設,求人なし,東京都江東区亀戸2-6-2亀戸二丁目団地二号棟 1Ｆ,理事 齊藤 伸生,2003,,,,13 百万円,
2024-08-01,特定非営利活動法人三鷹ネットワーク大学推進機構,公社・官公庁・学校・研究施設,求人なし,東京都三鷹市下連雀3-24-3,理事 鈴木 典比古,2005,,,,3 百万円,
2024-08-01,株式会社新日本電波吸収体,公社・官公庁・学校・研究施設,求人なし,東京都台東区浅草橋5-4-5ハシモトビル 8Ｆ 806,代表取締役 荻野 哲,2006,,,,10 百万円,
2024-08-01,公立大学法人会津大学,公社・官公庁・学校・研究施設,求人なし,福島県会津若松市一箕町大字鶴賀字上居合90,理事長 宮崎 敏明,2006,,,,"19,947 百万円",
2024-08-01,株式会社高速道路総合技術研究所,公社・官公庁・学校・研究施設,求人なし,東京都町田市忠生1-4-1,代表取締役 松﨑 薫,2007,,,,45 百万円,
2024-08-01,株式会社京王子育てサポート,公社・官公庁・学校・研究施設,求人なし,東京都多摩市関戸1-9-1,代表取締役 天野 修治,2007,,,,30 百万円,
2024-08-01,公立大学法人秋田県立大学,公社・官公庁・学校・研究施設,求人なし,秋田県秋田市下新城中野字街道端西241-438,理事長 小林 淳一,2006,,,,"31,419 百万円",
2024-08-01,公立大学法人和歌山県立医科大学,公社・官公庁・学校・研究施設,求人なし,和歌山県和歌山市紀三井寺811-1,理事長 宮下 和久,2006,,,,"59,296 百万円",
2024-08-01,公立大学法人大分県立芸術文化短期大学,公社・官公庁・学校・研究施設,求人なし,大分県大分市上野丘東1-11,理事長 小手川 大助,2006,,,,"3,823 百万円",
2024-08-01,公立大学法人福島県立医科大学,公社・官公庁・学校・研究施設,求人なし,福島県福島市光が丘1,理事長 竹之下 誠一,2006,,,,"42,692 百万円",
2024-08-01,公立大学法人名古屋市立大学,公社・官公庁・学校・研究施設,求人なし,愛知県名古屋市瑞穂区瑞穂町字川澄1,理事長 郡 健二郎,2006,,,,"111,387 百万円",
2024-08-01,公立大学法人山口県立大学,公社・官公庁・学校・研究施設,求人なし,山口県山口市桜畠3-2-1,理事長 前川 剛志,2006,,,,"9,542 百万円",
2024-08-01,公立大学法人福岡女子大学,公社・官公庁・学校・研究施設,求人なし,福岡県福岡市東区香住ヶ丘1-1-1,理事長 梶山 千里,2006,,,,"12,606 百万円",
